round,case,method,milliseconds
3,183,Indexed,0.935077667236328
5,18,Original,2.13098526000977
5,18,Indexed,0.613927841186523
5,201,Original,1.99508666992188
5,201,Indexed,0.581026077270508
1,133,Original,1.9221305847168
1,133,Indexed,0.571012496948242
3,142,Indexed,0.600099563598633
3,142,Original,1.94692611694336
5,199,Original,1.98507308959961
5,199,Indexed,0.575065612792969
5,345,Original,1.9378662109375
5,345,Indexed,0.571966171264648
4,351,Indexed,0.583171844482422
4,351,Original,1.90401077270508
2,102,Indexed,0.564813613891602
2,102,Original,1.96385383605957
2,28,Indexed,0.572919845581055
2,28,Original,2.19607353210449
3,448,Original,2.01106071472168
3,448,Indexed,0.612974166870117
2,65,Original,1.98698043823242
2,65,Indexed,0.589132308959961
5,9,Indexed,0.550985336303711
5,9,Original,1.97100639343262
4,293,Indexed,0.597953796386719
4,293,Original,1.97386741638184
4,359,Indexed,3.31902503967285
4,359,Original,2.24494934082031
1,158,Indexed,0.633001327514648
1,158,Original,2.2728443145752
5,72,Original,2.10905075073242
5,72,Indexed,0.5950927734375
3,335,Original,1.94787979125977
3,335,Indexed,0.580072402954102
4,214,Indexed,0.566959381103516
4,214,Original,1.9218921661377
3,432,Original,1.91903114318848
3,432,Indexed,0.565052032470703
2,7,Original,1.98793411254883
2,7,Indexed,0.602960586547852
5,160,Indexed,0.701904296875
5,160,Original,1.89900398254395
5,548,Indexed,0.600099563598633
5,548,Original,1.94406509399414
3,184,Original,1.95813179016113
3,184,Indexed,0.575065612792969
3,304,Original,1.94287300109863
3,304,Indexed,0.566005706787109
4,471,Original,1.90496444702148
4,471,Indexed,0.559806823730469
4,314,Indexed,0.586032867431641
4,314,Original,2.02107429504395
4,72,Original,4.6238899230957
4,72,Indexed,0.594139099121094
1,428,Original,2.10094451904297
1,428,Indexed,0.607967376708984
1,452,Original,1.9078254699707
1,452,Indexed,0.566005706787109
4,588,Indexed,0.561952590942383
4,588,Original,1.88183784484863
3,150,Indexed,0.577926635742188
3,150,Original,2.0909309387207
1,118,Original,2.03180313110352
1,118,Indexed,0.571012496948242
4,51,Indexed,0.68211555480957
4,51,Original,1.9831657409668
1,46,Original,1.99103355407715
1,46,Indexed,0.609874725341797
1,472,Original,1.99484825134277
1,472,Indexed,0.615119934082031
3,26,Indexed,0.647068023681641
3,26,Original,1.98912620544434
1,59,Indexed,0.589132308959961
1,59,Original,2.01320648193359
1,501,Original,1.95193290710449
1,501,Indexed,0.590085983276367
3,102,Original,2.01511383056641
3,102,Indexed,0.583887100219727
3,362,Indexed,0.613927841186523
3,362,Original,4.90689277648926
2,85,Original,2.20489501953125
2,85,Indexed,0.648021697998047
3,512,Indexed,0.639915466308594
3,512,Original,1.88612937927246
5,255,Indexed,0.59199333190918
5,255,Original,1.93619728088379
1,541,Indexed,0.607967376708984
1,541,Original,1.92904472351074
2,425,Original,1.97100639343262
2,425,Indexed,0.588893890380859
2,71,Original,1.96099281311035
2,71,Indexed,0.646114349365234
3,348,Original,1.94406509399414
3,348,Indexed,0.581026077270508
1,581,Original,1.9690990447998
1,581,Indexed,0.573158264160156
5,509,Indexed,0.584840774536133
5,509,Original,1.95813179016113
1,269,Indexed,0.587940216064453
1,269,Original,1.97696685791016
5,439,Original,1.92689895629883
5,439,Indexed,0.592947006225586
3,151,Indexed,0.576972961425781
3,151,Original,2.12407112121582
1,387,Original,4.23192977905273
1,387,Indexed,0.903844833374023
3,87,Indexed,0.637054443359375
3,87,Original,2.10905075073242
2,426,Indexed,0.618934631347656
2,426,Original,1.92689895629883
5,223,Original,1.92999839782715
5,223,Indexed,0.591039657592773
1,353,Original,1.92999839782715
1,353,Indexed,0.664949417114258
2,160,Indexed,0.661849975585938
2,160,Original,1.98817253112793
5,489,Original,1.89900398254395
5,489,Indexed,0.565052032470703
3,502,Indexed,0.564098358154297
3,502,Original,1.9078254699707
1,566,Original,1.91307067871094
1,566,Indexed,0.798940658569336
3,372,Indexed,0.586032867431641
3,372,Original,2.01797485351563
2,599,Indexed,0.576972961425781
2,599,Original,1.9688606262207
3,254,Original,1.96099281311035
3,254,Indexed,0.584840774536133
1,231,Original,1.88803672790527
1,231,Indexed,0.571012496948242
2,234,Original,1.96981430053711
2,234,Indexed,2.86722183227539
2,244,Indexed,0.723838806152344
2,244,Original,2.11000442504883
1,537,Original,1.98483467102051
1,537,Indexed,0.648975372314453
5,12,Original,1.91903114318848
5,12,Indexed,0.562191009521484
4,223,Original,1.91903114318848
4,223,Indexed,0.554084777832031
3,262,Indexed,0.571012496948242
3,262,Original,1.90281867980957
1,244,Original,1.93595886230469
1,244,Indexed,0.578880310058594
1,402,Indexed,0.550031661987305
1,402,Original,1.88994407653809
4,85,Indexed,0.578880310058594
4,85,Original,1.91998481750488
3,575,Indexed,0.604867935180664
3,575,Original,1.99317932128906
3,132,Original,1.95503234863281
3,132,Indexed,0.585079193115234
1,190,Original,1.90114974975586
1,190,Indexed,0.571966171264648
2,8,Indexed,0.567197799682617
2,8,Original,1.90401077270508
5,294,Indexed,0.567913055419922
5,294,Original,3.88216972351074
5,30,Indexed,0.855922698974609
5,30,Original,2.14791297912598
2,49,Original,2.06184387207031
2,49,Indexed,0.579118728637695
5,206,Original,1.89208984375
5,206,Indexed,0.572919845581055
4,381,Indexed,0.557899475097656
4,381,Original,1.92093849182129
2,142,Original,1.90281867980957
2,142,Indexed,0.580072402954102
5,517,Original,1.91593170166016
5,517,Indexed,0.564813613891602
4,310,Indexed,0.571966171264648
4,310,Original,1.92904472351074
3,443,Original,1.95908546447754
3,443,Indexed,0.586032867431641
3,36,Original,1.95813179016113
3,36,Indexed,0.579118728637695
3,595,Indexed,0.584840774536133
3,595,Original,1.92785263061523
4,260,Indexed,0.600814819335938
4,260,Original,1.94287300109863
3,267,Indexed,0.648021697998047
3,267,Original,1.92594528198242
1,386,Original,1.95598602294922
1,386,Indexed,2.53605842590332
2,139,Original,2.36201286315918
2,139,Indexed,0.612020492553711
4,206,Indexed,0.604152679443359
4,206,Original,1.95503234863281
5,392,Indexed,0.570058822631836
5,392,Original,1.90615653991699
3,402,Indexed,0.573873519897461
3,402,Original,1.91497802734375
5,111,Indexed,0.576019287109375
5,111,Original,1.93095207214355
2,324,Original,1.96218490600586
2,324,Indexed,0.571966171264648
5,600,Original,1.90210342407227
5,600,Indexed,0.547885894775391
2,99,Original,1.97601318359375
2,99,Indexed,0.592947006225586
4,29,Original,1.93381309509277
4,29,Indexed,0.590085983276367
3,35,Original,1.94191932678223
3,35,Indexed,0.599861145019531
2,106,Indexed,0.571966171264648
2,106,Original,1.97005271911621
4,97,Indexed,0.602960586547852
4,97,Original,1.95097923278809
3,103,Indexed,0.565052032470703
3,103,Original,1.93500518798828
5,377,Original,2.43186950683594
5,377,Indexed,0.699996948242188
3,179,Original,2.03990936279297
3,179,Indexed,0.583171844482422
5,161,Original,1.99198722839355
5,161,Indexed,0.604152679443359
5,419,Indexed,0.612020492553711
5,419,Original,1.97815895080566
1,389,Indexed,0.552177429199219
1,389,Original,1.83892250061035
4,331,Original,1.88589096069336
4,331,Indexed,0.565052032470703
5,52,Indexed,0.570058822631836
5,52,Original,1.85799598693848
4,342,Original,1.88803672790527
4,342,Indexed,0.567913055419922
2,348,Indexed,0.56004524230957
2,348,Original,1.94907188415527
5,534,Indexed,0.576019287109375
5,534,Original,1.84917449951172
4,370,Indexed,0.536918640136719
4,370,Original,1.79505348205566
3,97,Original,1.89089775085449
3,97,Indexed,0.622987747192383
2,39,Indexed,0.540971755981445
2,39,Original,3.77416610717773
5,53,Original,2.38490104675293
5,53,Indexed,0.613927841186523
4,178,Indexed,0.592947006225586
4,178,Original,1.90901756286621
3,354,Original,1.84893608093262
3,354,Indexed,0.545978546142578
1,288,Indexed,0.552892684936523
1,288,Original,2.40993499755859
1,580,Indexed,0.59199333190918
1,580,Original,1.90210342407227
3,243,Indexed,0.575065612792969
3,243,Original,1.86300277709961
5,395,Original,1.96003913879395
5,395,Indexed,0.571966171264648
5,284,Indexed,0.549077987670898
5,284,Original,1.87397003173828
4,486,Original,1.91092491149902
4,486,Indexed,0.710010528564453
4,572,Original,1.8918514251709
4,572,Indexed,0.67591667175293
2,464,Indexed,0.579118728637695
2,464,Original,1.96599960327148
5,458,Original,1.97815895080566
5,458,Indexed,0.56910514831543
2,69,Indexed,0.587940216064453
2,69,Original,4.56905364990234
1,104,Indexed,0.880956649780273
1,104,Original,2.40397453308105
3,316,Indexed,0.936031341552734
3,316,Original,2.06899642944336
1,461,Indexed,0.635147094726563
1,461,Original,1.83916091918945
4,395,Indexed,0.565052032470703
4,395,Original,1.87587738037109
3,429,Original,1.85990333557129
3,429,Indexed,0.56004524230957
4,110,Original,1.91497802734375
4,110,Indexed,0.566959381103516
4,40,Original,1.83606147766113
4,40,Indexed,0.648975372314453
4,241,Indexed,0.541925430297852
4,241,Original,1.88493728637695
3,390,Original,1.85108184814453
3,390,Indexed,0.531911849975586
4,530,Original,1.85203552246094
4,530,Indexed,0.558853149414063
3,333,Original,1.87206268310547
3,333,Indexed,0.560998916625977
1,254,Indexed,0.58293342590332
1,254,Original,1.85203552246094
4,266,Indexed,0.576972961425781
4,266,Original,4.38404083251953
3,336,Original,2.03895568847656
3,336,Indexed,0.597000122070313
3,364,Indexed,0.590085983276367
3,364,Original,1.84392929077148
3,140,Indexed,0.688791275024414
3,140,Original,1.8310546875
4,445,Original,1.85084342956543
4,445,Indexed,0.649929046630859
3,413,Original,1.8608570098877
3,413,Indexed,0.552892684936523
5,132,Indexed,0.565052032470703
5,132,Original,1.85298919677734
5,55,Original,1.8310546875
5,55,Indexed,0.563859939575195
3,251,Original,1.83892250061035
3,251,Indexed,0.553131103515625
3,411,Original,1.97410583496094
3,411,Indexed,0.568866729736328
1,424,Indexed,0.557899475097656
1,424,Original,1.8620491027832
5,400,Indexed,0.550985336303711
5,400,Original,1.82604789733887
2,312,Original,1.83701515197754
2,312,Indexed,0.552177429199219
2,523,Original,4.35495376586914
2,523,Indexed,0.61798095703125
2,531,Indexed,0.586032867431641
2,531,Original,2.11000442504883
4,329,Original,1.83010101318359
4,329,Indexed,0.554800033569336
2,490,Original,1.86896324157715
2,490,Indexed,0.566005706787109
3,111,Indexed,0.543117523193359
3,111,Original,1.81317329406738
3,17,Original,1.81913375854492
3,17,Indexed,0.542879104614258
4,413,Indexed,0.543117523193359
4,413,Original,1.85799598693848
4,242,Original,1.93500518798828
4,242,Indexed,0.605106353759766
4,53,Original,1.8918514251709
4,53,Indexed,0.57220458984375
4,220,Original,1.89709663391113
4,220,Indexed,0.560998916625977
3,158,Indexed,0.551939010620117
3,158,Original,1.80983543395996
1,51,Original,1.82104110717773
1,51,Indexed,0.62108039855957
1,87,Indexed,0.539064407348633
1,87,Original,1.84011459350586
2,346,Original,6.83283805847168
2,346,Indexed,0.869035720825195
5,208,Original,1.99413299560547
5,208,Indexed,0.599145889282227
1,538,Original,1.96099281311035
1,538,Indexed,0.573873519897461
3,5,Original,1.97410583496094
3,5,Indexed,0.564098358154297
2,437,Original,1.94406509399414
2,437,Indexed,0.597000122070313
4,500,Original,1.83486938476563
4,500,Indexed,0.550031661987305
1,23,Indexed,0.558137893676758
1,23,Original,1.86800956726074
1,471,Original,1.84011459350586
1,471,Indexed,0.547170639038086
1,293,Indexed,0.560998916625977
1,293,Original,1.87897682189941
2,62,Original,1.92499160766602
2,62,Indexed,0.578880310058594
5,120,Original,1.84988975524902
5,120,Indexed,0.562906265258789
1,358,Original,1.85704231262207
1,358,Indexed,0.654935836791992
5,596,Original,1.83796882629395
5,596,Indexed,0.538825988769531
5,253,Indexed,0.597000122070313
5,253,Original,3.95393371582031
5,282,Original,2.88796424865723
5,282,Indexed,0.594854354858398
4,236,Original,2.16007232666016
4,236,Indexed,0.663995742797852
1,589,Original,2.26593017578125
1,589,Indexed,0.662088394165039
3,529,Original,1.99484825134277
3,529,Indexed,0.669002532958984
4,83,Indexed,0.645875930786133
4,83,Original,1.84798240661621
5,119,Original,1.87182426452637
5,119,Indexed,0.581979751586914
5,83,Original,2.10785865783691
5,83,Indexed,0.711202621459961
5,188,Original,1.92809104919434
5,188,Indexed,0.555038452148438
3,108,Original,1.97100639343262
3,108,Indexed,0.599861145019531
3,173,Indexed,0.578165054321289
3,173,Original,1.92999839782715
4,291,Original,1.85680389404297
4,291,Indexed,0.563144683837891
4,354,Original,1.86896324157715
4,354,Indexed,0.555038452148438
2,491,Original,1.91497802734375
2,491,Indexed,0.56910514831543
3,523,Indexed,0.550985336303711
3,523,Original,5.23710250854492
2,59,Original,2.05087661743164
2,59,Indexed,0.579833984375
5,546,Indexed,0.597953796386719
5,546,Original,2.00200080871582
2,433,Original,2.02512741088867
2,433,Indexed,0.559091567993164
2,584,Original,1.87587738037109
2,584,Indexed,0.543117523193359
4,600,Indexed,0.566959381103516
4,600,Original,1.81198120117188
1,248,Indexed,0.555038452148438
1,248,Original,1.84798240661621
4,135,Original,1.89900398254395
4,135,Indexed,0.573158264160156
4,1,Indexed,0.563859939575195
4,1,Original,1.88302993774414
1,439,Indexed,0.548124313354492
1,439,Original,1.86610221862793
5,179,Indexed,0.530004501342773
5,179,Original,1.83320045471191
5,20,Original,1.93405151367188
5,20,Indexed,0.52189826965332
3,258,Indexed,0.566005706787109
3,258,Original,1.89709663391113
1,363,Indexed,0.549793243408203
1,363,Original,4.08697128295898
4,70,Indexed,0.929832458496094
4,70,Original,2.49791145324707
3,569,Original,2.02298164367676
3,569,Indexed,0.572919845581055
2,238,Indexed,0.574111938476563
2,238,Original,1.98698043823242
1,72,Indexed,0.555038452148438
1,72,Original,1.81102752685547
5,554,Indexed,0.559091567993164
5,554,Original,1.8460750579834
3,465,Indexed,0.548124313354492
3,465,Original,1.82604789733887
3,323,Original,1.82104110717773
3,323,Indexed,0.525951385498047
5,423,Original,1.85489654541016
5,423,Indexed,0.566005706787109
2,127,Indexed,0.53095817565918
2,127,Original,1.89304351806641
1,71,Indexed,0.585079193115234
1,71,Original,1.83892250061035
5,69,Indexed,0.550985336303711
5,69,Original,1.84202194213867
3,371,Original,1.88207626342773
3,371,Indexed,0.579833984375
5,463,Indexed,0.560998916625977
5,463,Original,1.91307067871094
4,103,Original,4.88114356994629
4,103,Indexed,0.844001770019531
4,189,Original,2.03299522399902
4,189,Indexed,0.586986541748047
5,311,Original,1.99699401855469
5,311,Indexed,0.605106353759766
3,269,Indexed,0.581979751586914
3,269,Original,1.90114974975586
1,320,Indexed,0.561952590942383
1,320,Original,1.95217132568359
5,192,Original,1.91807746887207
5,192,Indexed,0.587940216064453
5,77,Indexed,0.552177429199219
5,77,Original,1.90401077270508
4,555,Indexed,0.535964965820313
4,555,Original,1.78790092468262
1,134,Original,1.97196006774902
1,134,Indexed,0.643014907836914
2,184,Original,1.96981430053711
2,184,Indexed,0.570058822631836
2,291,Original,2.53391265869141
2,291,Indexed,0.674009323120117
4,390,Indexed,0.609874725341797
4,390,Original,2.01082229614258
2,86,Indexed,0.683069229125977
2,86,Original,1.97815895080566
4,493,Indexed,0.647068023681641
4,493,Original,4.90307807922363
4,527,Original,2.58684158325195
4,527,Indexed,0.632047653198242
1,484,Original,2.12502479553223
1,484,Indexed,0.833988189697266
1,318,Original,2.29692459106445
1,318,Indexed,0.631093978881836
3,276,Original,1.94787979125977
3,276,Indexed,0.587940216064453
2,154,Original,1.88302993774414
2,154,Indexed,0.771999359130859
4,353,Original,1.91879272460938
4,353,Indexed,0.758171081542969
4,38,Original,1.91712379455566
4,38,Indexed,0.566959381103516
5,348,Indexed,0.576972961425781
5,348,Original,1.96695327758789
1,407,Original,2.19202041625977
1,407,Indexed,0.602960586547852
2,240,Indexed,0.587940216064453
2,240,Original,1.91617012023926
2,290,Indexed,0.586986541748047
2,290,Original,1.98888778686523
5,378,Original,1.97601318359375
5,378,Indexed,0.598907470703125
2,175,Indexed,0.622034072875977
2,175,Original,2.07400321960449
5,522,Original,3.41296195983887
5,522,Indexed,0.622034072875977
4,131,Indexed,0.738143920898438
4,131,Original,2.10905075073242
5,101,Original,2.11691856384277
5,101,Indexed,0.612020492553711
1,198,Original,1.96194648742676
1,198,Indexed,0.708818435668945
4,536,Original,2.02584266662598
4,536,Indexed,0.604152679443359
4,546,Original,2.02393531799316
4,546,Indexed,0.591039657592773
3,392,Original,1.95002555847168
3,392,Indexed,0.600099563598633
1,176,Original,1.97601318359375
1,176,Indexed,0.58293342590332
2,487,Original,2.0139217376709
2,487,Indexed,0.702857971191406
5,584,Original,2.03299522399902
5,584,Indexed,0.640153884887695
4,55,Original,1.97100639343262
4,55,Indexed,0.65302848815918
2,200,Indexed,0.61798095703125
2,200,Original,2.02417373657227
2,430,Original,1.94406509399414
2,430,Indexed,0.569820404052734
1,250,Indexed,0.576019287109375
1,250,Original,5.64384460449219
4,466,Indexed,0.686883926391602
4,466,Original,2.16007232666016
5,242,Indexed,0.619888305664063
5,242,Original,2.1519660949707
5,370,Original,2.00319290161133
5,370,Indexed,0.565052032470703
5,71,Indexed,0.565052032470703
5,71,Original,1.98602676391602
2,82,Indexed,0.685930252075195
2,82,Original,2.37894058227539
1,335,Indexed,0.581979751586914
1,335,Original,1.99294090270996
1,10,Indexed,0.615835189819336
1,10,Original,1.99699401855469
2,564,Original,1.97696685791016
2,564,Indexed,0.594854354858398
5,288,Indexed,0.57220458984375
5,288,Original,1.95789337158203
3,456,Original,1.93190574645996
3,456,Indexed,0.55694580078125
3,160,Indexed,0.759124755859375
3,160,Original,2.10404396057129
4,253,Original,1.93309783935547
4,253,Indexed,0.578165054321289
5,283,Indexed,0.571966171264648
5,283,Original,5.26690483093262
5,74,Indexed,0.797033309936523
5,74,Original,2.10690498352051
3,296,Original,2.18415260314941
3,296,Indexed,0.5950927734375
3,592,Indexed,0.586032867431641
3,592,Original,1.95693969726563
1,478,Original,1.94597244262695
1,478,Indexed,0.577211380004883
4,119,Original,1.95598602294922
4,119,Indexed,0.56910514831543
3,76,Original,1.86610221862793
3,76,Indexed,0.558853149414063
4,320,Indexed,0.565052032470703
4,320,Original,1.96099281311035
1,600,Indexed,0.575065612792969
1,600,Original,1.88398361206055
1,396,Indexed,0.573158264160156
1,396,Original,1.92093849182129
2,176,Original,1.87993049621582
2,176,Indexed,0.566005706787109
1,558,Indexed,0.56004524230957
1,558,Original,1.92594528198242
4,383,Original,1.90210342407227
4,383,Indexed,0.64396858215332
5,241,Indexed,0.542879104614258
5,241,Original,4.7609806060791
1,93,Original,2.55393981933594
1,93,Indexed,0.61488151550293
4,286,Original,2.05612182617188
4,286,Indexed,0.643014907836914
1,354,Original,2.02298164367676
1,354,Indexed,0.562906265258789
3,389,Indexed,0.567913055419922
3,389,Original,2.10905075073242
4,531,Original,1.92880630493164
4,531,Indexed,0.793933868408203
2,38,Original,2.00104713439941
2,38,Indexed,0.56004524230957
3,321,Original,1.85799598693848
3,321,Indexed,0.55384635925293
1,303,Original,1.94692611694336
1,303,Indexed,0.601053237915039
3,308,Indexed,0.572919845581055
3,308,Original,1.9378662109375
1,366,Indexed,0.546932220458984
1,366,Original,1.89113616943359
2,191,Original,1.88302993774414
2,191,Indexed,0.570058822631836
5,327,Original,1.88112258911133
5,327,Indexed,0.545978546142578
4,427,Original,1.88589096069336
4,427,Indexed,2.97188758850098
1,345,Indexed,0.89716911315918
1,345,Original,2.73013114929199
5,168,Original,2.11596488952637
5,168,Indexed,0.603914260864258
5,426,Original,2.06112861633301
5,426,Indexed,0.61488151550293
3,225,Indexed,0.56910514831543
3,225,Original,1.89709663391113
5,59,Indexed,0.626087188720703
5,59,Original,1.91187858581543
5,459,Original,1.92689895629883
5,459,Indexed,0.56004524230957
4,74,Indexed,0.605106353759766
4,74,Original,1.92499160766602
2,539,Original,1.9371509552002
2,539,Indexed,0.606060028076172
4,537,Indexed,0.663042068481445
4,537,Original,1.89018249511719
1,17,Original,1.91092491149902
1,17,Indexed,0.5340576171875
2,454,Indexed,0.555992126464844
2,454,Original,1.88398361206055
4,194,Indexed,0.549077987670898
4,194,Original,2.0139217376709
3,494,Original,1.88994407653809
3,494,Indexed,0.678062438964844
3,292,Indexed,1.068115234375
3,292,Original,2.78401374816895
5,446,Indexed,0.699043273925781
5,446,Original,2.0289421081543
2,124,Indexed,0.623941421508789
2,124,Original,2.44402885437012
2,388,Original,2.11000442504883
2,388,Indexed,0.552892684936523
2,307,Indexed,0.576972961425781
2,307,Original,1.88994407653809
5,540,Original,1.90305709838867
5,540,Indexed,0.586032867431641
2,412,Original,1.90591812133789
2,412,Indexed,0.562191009521484
5,407,Original,1.9071102142334
5,407,Indexed,0.557899475097656
3,121,Indexed,0.703811645507813
3,121,Original,2.06804275512695
3,546,Indexed,0.597000122070313
3,546,Original,1.95002555847168
5,245,Original,1.91020965576172
5,245,Indexed,0.632047653198242
2,416,Original,1.93595886230469
2,416,Indexed,0.586986541748047
5,514,Original,1.91998481750488
5,514,Indexed,0.667095184326172
2,519,Indexed,3.11708450317383
2,519,Original,3.0059814453125
3,203,Indexed,0.654935836791992
3,203,Original,2.0759105682373
2,377,Indexed,0.696182250976563
2,377,Original,2.03704833984375
2,401,Original,1.88088417053223
2,401,Indexed,0.661849975585938
3,55,Indexed,0.566005706787109
3,55,Original,2.06494331359863
4,349,Original,1.90305709838867
4,349,Indexed,0.608921051025391
5,123,Indexed,0.572919845581055
5,123,Original,1.9378662109375
4,102,Indexed,0.561952590942383
4,102,Original,1.89399719238281
5,355,Indexed,0.587940216064453
5,355,Original,1.88112258911133
5,429,Original,1.85489654541016
5,429,Indexed,0.566005706787109
5,319,Indexed,0.551939010620117
5,319,Original,1.94787979125977
4,16,Original,1.9228458404541
4,16,Indexed,0.684976577758789
2,380,Indexed,0.572919845581055
2,380,Original,1.86491012573242
3,149,Indexed,2.86102294921875
3,149,Original,2.8071403503418
5,143,Indexed,0.583887100219727
5,143,Original,2.04300880432129
1,322,Indexed,0.648975372314453
1,322,Original,2.00200080871582
5,299,Indexed,0.55694580078125
5,299,Original,1.94597244262695
2,504,Original,1.87993049621582
2,504,Indexed,0.567913055419922
3,414,Original,1.86800956726074
3,414,Indexed,0.586986541748047
4,489,Indexed,0.551939010620117
4,489,Original,1.85394287109375
2,472,Original,1.98912620544434
2,472,Indexed,0.56910514831543
1,536,Indexed,0.559091567993164
1,536,Original,1.91402435302734
3,332,Indexed,0.540971755981445
3,332,Original,1.90186500549316
1,346,Indexed,0.555992126464844
1,346,Original,1.85298919677734
4,62,Indexed,0.582218170166016
4,62,Original,1.8610954284668
4,45,Original,1.83796882629395
4,45,Indexed,0.540971755981445
3,234,Original,5.3098201751709
3,234,Indexed,0.608921051025391
2,141,Indexed,0.608921051025391
2,141,Original,2.11691856384277
2,575,Indexed,0.59199333190918
2,575,Original,2.01296806335449
4,44,Original,1.85894966125488
4,44,Indexed,0.547885894775391
1,278,Original,2.14695930480957
1,278,Indexed,0.616073608398438
3,281,Original,2.06589698791504
3,281,Indexed,0.571966171264648
1,287,Indexed,0.570058822631836
1,287,Original,1.93595886230469
1,598,Indexed,0.545024871826172
1,598,Original,2.1979808807373
2,275,Original,2.12788581848145
2,275,Indexed,0.612974166870117
4,582,Indexed,0.592947006225586
4,582,Original,2.23994255065918
4,305,Original,2.20608711242676
4,305,Indexed,0.674962997436523
1,151,Indexed,0.56004524230957
1,151,Original,1.88493728637695
2,23,Indexed,0.586986541748047
2,23,Original,1.98221206665039
2,423,Original,3.33309173583984
2,423,Indexed,0.688076019287109
2,303,Original,2.07805633544922
2,303,Indexed,0.587940216064453
5,87,Original,2.05278396606445
5,87,Indexed,0.596046447753906
3,520,Indexed,0.560998916625977
3,520,Original,1.88779830932617
5,411,Original,1.95598602294922
5,411,Indexed,0.571966171264648
5,78,Original,1.88398361206055
5,78,Indexed,0.573873519897461
5,93,Indexed,0.55694580078125
5,93,Original,1.89900398254395
5,70,Indexed,0.66685676574707
5,70,Original,2.00295448303223
5,248,Indexed,0.575065612792969
5,248,Original,1.91903114318848
2,81,Original,1.9230842590332
2,81,Indexed,0.599861145019531
4,148,Original,1.94811820983887
4,148,Indexed,0.655889511108398
5,213,Original,1.90496444702148
5,213,Indexed,0.545024871826172
4,426,Indexed,0.575065612792969
4,426,Original,4.31919097900391
2,155,Original,2.90918350219727
2,155,Indexed,0.646114349365234
2,256,Indexed,0.618934631347656
2,256,Original,2.10309028625488
2,78,Indexed,0.609159469604492
2,78,Original,2.01582908630371
3,297,Indexed,0.545024871826172
3,297,Original,1.88398361206055
3,452,Indexed,0.567913055419922
3,452,Original,1.85894966125488
1,170,Indexed,0.566005706787109
1,170,Original,1.90186500549316
2,43,Indexed,0.55694580078125
2,43,Original,1.87397003173828
4,507,Indexed,0.565052032470703
4,507,Original,1.94907188415527
5,315,Original,1.90305709838867
5,315,Indexed,0.571012496948242
3,517,Original,1.87897682189941
3,517,Indexed,0.541925430297852
2,114,Indexed,0.581979751586914
2,114,Original,1.88803672790527
4,568,Original,1.85418128967285
4,568,Indexed,0.558853149414063
2,532,Indexed,0.543117523193359
2,532,Original,4.6379566192627
3,461,Indexed,1.05905532836914
3,461,Original,2.21395492553711
2,400,Indexed,0.612020492553711
2,400,Original,2.01320648193359
1,556,Original,2.02298164367676
1,556,Indexed,0.547885894775391
4,458,Original,1.87993049621582
4,458,Indexed,0.544071197509766
2,233,Original,1.92499160766602
2,233,Indexed,0.599861145019531
4,307,Indexed,0.571966171264648
4,307,Original,1.94382667541504
4,402,Original,1.86491012573242
4,402,Indexed,0.550031661987305
1,126,Original,1.91497802734375
1,126,Indexed,0.559091567993164
2,26,Indexed,0.634908676147461
2,26,Original,1.88612937927246
5,271,Indexed,0.547885894775391
5,271,Original,1.87206268310547
2,341,Indexed,0.555992126464844
2,341,Original,1.90615653991699
4,388,Indexed,0.540018081665039
4,388,Original,1.88398361206055
1,524,Original,4.68611717224121
1,524,Indexed,0.941991806030273
4,491,Original,2.25520133972168
4,491,Indexed,0.602006912231445
2,383,Indexed,0.70500373840332
2,383,Original,2.16484069824219
3,430,Indexed,0.610113143920898
3,430,Original,1.90305709838867
1,583,Indexed,0.683069229125977
1,583,Original,1.87492370605469
4,166,Original,1.86491012573242
4,166,Indexed,0.576972961425781
4,170,Indexed,0.563144683837891
4,170,Original,1.9080638885498
1,451,Indexed,0.577926635742188
1,451,Original,1.96504592895508
4,139,Original,1.91402435302734
4,139,Indexed,0.555038452148438
4,195,Indexed,0.56910514831543
4,195,Original,1.98006629943848
1,404,Indexed,0.710964202880859
1,404,Original,1.88493728637695
4,246,Indexed,0.566959381103516
4,246,Original,1.88302993774414
2,285,Indexed,0.794887542724609
2,285,Original,1.87182426452637
3,431,Indexed,0.566005706787109
3,431,Original,5.54394721984863
1,177,Indexed,0.648021697998047
1,177,Original,2.10809707641602
4,80,Indexed,0.613927841186523
4,80,Original,2.05302238464355
4,226,Indexed,0.603914260864258
4,226,Original,1.9071102142334
1,459,Indexed,0.570058822631836
1,459,Original,1.89113616943359
5,200,Indexed,0.602960586547852
5,200,Original,1.90305709838867
2,122,Original,2.2578239440918
2,122,Indexed,0.596046447753906
2,431,Indexed,0.563859939575195
2,431,Original,2.01797485351563
2,278,Original,2.27904319763184
2,278,Indexed,0.651836395263672
1,367,Original,1.95717811584473
1,367,Indexed,0.58293342590332
2,521,Original,1.86991691589355
2,521,Indexed,0.55694580078125
5,532,Original,2.02298164367676
5,532,Indexed,0.55694580078125
3,433,Original,1.93500518798828
3,433,Indexed,0.557184219360352
4,312,Original,3.4019947052002
4,312,Indexed,0.600099563598633
5,273,Indexed,0.570058822631836
5,273,Original,2.02107429504395
5,85,Indexed,0.599861145019531
5,85,Original,2.01606750488281
3,116,Indexed,0.708103179931641
3,116,Original,1.85298919677734
2,427,Indexed,0.567913055419922
