round,case,method,milliseconds
4,42,Indexed,0.667810440063477
5,342,Original,1.9218921661377
5,342,Indexed,0.571012496948242
1,209,Original,4.32491302490234
1,209,Indexed,0.705957412719727
4,439,Indexed,0.600099563598633
4,439,Original,1.93595886230469
2,162,Indexed,0.585794448852539
2,162,Original,1.91402435302734
3,531,Original,1.91092491149902
3,531,Indexed,0.600099563598633
3,163,Original,1.94692611694336
3,163,Indexed,0.616073608398438
1,117,Indexed,0.566005706787109
1,117,Original,1.92022323608398
4,327,Indexed,0.563144683837891
4,327,Original,1.88207626342773
5,33,Indexed,0.592947006225586
5,33,Original,1.92904472351074
2,592,Indexed,0.566005706787109
2,592,Original,1.90877914428711
4,50,Indexed,0.579833984375
4,50,Original,1.88708305358887
3,86,Original,1.92904472351074
3,86,Indexed,0.586986541748047
3,427,Original,2.00295448303223
3,427,Indexed,0.59199333190918
5,405,Indexed,0.627040863037109
5,405,Original,1.94096565246582
3,69,Original,1.93881988525391
3,69,Indexed,0.581026077270508
1,252,Original,4.16803359985352
1,252,Indexed,0.620841979980469
3,373,Original,1.91402435302734
3,373,Indexed,0.58293342590332
4,451,Indexed,0.572919845581055
4,451,Original,1.9378662109375
3,96,Original,1.93500518798828
3,96,Indexed,0.588893890380859
5,366,Indexed,0.543832778930664
5,366,Original,1.90305709838867
4,483,Original,1.88899040222168
4,483,Indexed,0.576019287109375
4,501,Original,1.91402435302734
4,501,Indexed,0.570058822631836
3,224,Indexed,0.557899475097656
3,224,Original,1.94311141967773
5,528,Indexed,0.576972961425781
5,528,Original,1.92093849182129
4,518,Original,1.93095207214355
4,518,Indexed,0.560998916625977
3,474,Indexed,0.566005706787109
3,474,Original,1.88302993774414
4,158,Indexed,0.563859939575195
4,158,Original,1.89208984375
1,544,Original,1.8770694732666
1,544,Indexed,0.562906265258789
2,594,Original,1.95598602294922
2,594,Indexed,2.62999534606934
3,159,Indexed,0.581979751586914
3,159,Original,1.91497802734375
4,90,Indexed,0.581979751586914
4,90,Original,1.89495086669922
2,283,Original,1.90591812133789
2,283,Indexed,0.566959381103516
4,222,Original,1.8770694732666
4,222,Indexed,0.545978546142578
5,91,Indexed,0.583171844482422
5,91,Original,1.92904472351074
4,211,Indexed,0.571966171264648
4,211,Original,1.87993049621582
5,251,Indexed,0.555038452148438
5,251,Original,1.94215774536133
3,470,Original,1.91903114318848
3,470,Indexed,0.576972961425781
1,196,Original,1.90210342407227
