source,line_hash,rank,milliseconds
blogs,ff506e4767af50216ac5a9b0569f13991d6dfa9ea57ac2e3a34de3687712c5ae,0,0.573158264160156
blogs,94231909c40f07766cf97675658be0eb54956ef50a074d39a685824e15438b3d,1,0.550031661987305
blogs,49a0ee2e414502b63d9df3d56c069e4f3895b41506ade52623cda2dacae3f022,0,0.524997711181641
blogs,48c2d41352191f36f12cce7ff0364f45f7fe2c0830b9313412e361daa76b25cf,1,0.561952590942383
blogs,c5dc16b9b66ed2581bfd3b55c3b434c368c281fe8da26099c3f65a756d49d2d3,0,0.548124313354492
blogs,25bf1823372cac021e74991c577919cb77df32328e8310f6891118e46f7b0afe,0,0.546932220458984
blogs,99297c1b0394f506185f5c7caf08666e663565bdd3b300b86e65fd4fff2bd1f7,0,0.554800033569336
blogs,78b55d6b0f18438c47e60fce7e1b4234a0a7375c0f83b3afab4cb125ace2f96b,0,3.42106819152832
blogs,4e56cdabed510a78bff69e4e7dd0386e670d803935709b84e3166dd1c4e2b39a,0,0.976085662841797
blogs,81a2e1df0e2008e3c66562bcfbae4a8fce030a337c9503eaf7744a0ec5a3aeca,0,0.825881958007813
blogs,21fc094822685d1b42829562e9b20fc04500bc9ffe43ac0caaf104448e242180,0,0.647068023681641
blogs,99dba9a6a0e3d175783facc4da880a998e55a6ba3191f9e797e333df760e04c1,3,0.636816024780273
blogs,9c80a57bf0374f50d9139dde80c889481b2fdf9f5e1f66e2f0dede2504e7fc11,0,0.861167907714844
blogs,d6732e82c7c7c93932196cca218a17cc01d85c909e5c3a596ce816c8c176499b,0,0.672101974487305
blogs,c329ccf68f3d1473f59497cd2ddeb670fa914c495cf411ba9cafb25a93a3d917,2,0.745058059692383
blogs,3b84ebce6ba992d9e3dadeed4c7f7c006a25dbb0cc7d08f2d44fd0d71b97a2df,1,0.642061233520508
blogs,c42b839afbb205b2384d1dd940a6e59e0a1f362d1c8ace78dddde19b54cf800d,0,0.648021697998047
news,39689551a658251ab71594ed7115c7a6509428446424c987ef0334f4e1259cf2,0,0.64396858215332
news,6c2ecc04f145627cf6e3af34bbf5fceab3446b954aeb6d2cd83bc149efeee194,0,0.642061233520508
news,f294c79166f854531a597096235f35d4b90621bd2f1e6c1a36bfe2a7caa6c144,0,0.64396858215332
news,1a66f0288092379e7c51f0169eb3e0aee0a661d07e1c3cae13f925c8e58ac0e4,1,0.692844390869141
news,ca147c951ee4d9853546c34222eed78802527f4887856cd2889ec07a345d7ce5,0,0.660181045532227
news,839e8f0cc656dd3309e4dd0144311fd085253962f1976a46ed9512608f19c2af,0,0.603914260864258
news,37ad009ab98fd6a08ca9c0f908964a8e4d48070a2b1a95f160564e77129f44fa,1,0.634908676147461
news,f78e73021a8caef1bc4e6c5f91f0e1da70aaf340c6b7934383b441f2acb63b44,1,0.622987747192383
news,0e66323d8a74c4a0cbc1cc636b10af05c0e4b1d5f0c292d173d9ba8dd631f354,0,0.62108039855957
news,d823d0c6826a6086c07837b8b036ff2d50385575f290b3819667e1a10f821493,0,0.664949417114258
news,4fae3c1054dbe16a575cadd9751ac2f041699c12fcc82d694f84aecd55924d2d,1,0.645875930786133
news,861cf299c1c71a57e4d6df354d502abb6a141bd5b898a80075a0061ed593626a,0,0.645875930786133
news,2a1cfd24662a05e21a6c424c5596896e1e849e72e0350d176c4594c175ed6b3c,0,0.58293342590332
news,02abbfee4ecb9712806b34f90968f8ca0bf1879fd88f601a90ae7adcb0e6712e,0,0.5950927734375
news,4c44ce85b112b78e0dd597b040cfaeaba8389a76a5cbcd5d9cea8a2d9a76780b,0,0.608921051025391
news,c8a428b6be6f1549d9a18da4fdb08bbd464801a9817516283c0d7f1630bbffe2,0,0.59199333190918
news,646077b12ef792901090b66ed5252595010e1c765fed1db784bf60d80b2a88b7,0,0.563859939575195
news,54584530ecb30860adbb367cc94c8b191e75dde863942b9140fe71b653393e20,0,0.550031661987305
news,144ca05566dd24f560b15b10ca2c972157001d5edbca186ef1fe1282f095aa57,0,0.570058822631836
news,e4928570ac166b05d2c0d2c972359b12530aa8a4a4c4a740ee7e0b47b9830f2a,3,0.581026077270508
news,5f95e525324509c46723ab472dcf0774885b260f53ca88dcde746c4e4dbf6e13,1,0.588893890380859
