round,case,name,milliseconds
1,557,Gentle,0.542879104614258
1,557,Strong,0.509977340698242
2,339,Current,0.568151473999023
2,339,Gentle,0.566005706787109
2,339,Strict,0.524044036865234
2,339,Strong,0.516176223754883
2,136,Gentle,0.609874725341797
2,136,Strict,0.530004501342773
2,136,Strong,0.572919845581055
2,136,Current,0.558137893676758
2,333,Strict,0.555992126464844
2,333,Current,0.538110733032227
2,333,Strong,0.643014907836914
2,333,Gentle,0.571012496948242
1,566,Current,0.658988952636719
1,566,Strict,0.627040863037109
1,566,Gentle,0.62108039855957
1,566,Strong,0.638961791992188
3,532,Gentle,0.524044036865234
3,532,Strict,0.521183013916016
3,532,Current,0.552892684936523
3,532,Strong,0.516891479492188
3,416,Strong,0.538110733032227
3,416,Gentle,0.561952590942383
3,416,Current,0.528097152709961
3,416,Strict,0.510931015014648
1,315,Strict,0.658035278320313
1,315,Current,0.605106353759766
1,315,Strong,0.552892684936523
1,315,Gentle,0.590085983276367
2,259,Gentle,3.46016883850098
2,259,Strict,0.833034515380859
2,259,Current,0.734806060791016
2,259,Strong,0.584840774536133
1,108,Gentle,0.65302848815918
1,108,Strict,0.648975372314453
1,108,Current,0.779867172241211
1,108,Strong,0.627040863037109
2,431,Current,0.640153884887695
2,431,Strict,0.603914260864258
2,431,Strong,0.586986541748047
2,431,Gentle,0.581979751586914
3,121,Strict,0.575065612792969
3,121,Strong,0.566005706787109
3,121,Gentle,0.598907470703125
3,121,Current,0.61798095703125
3,30,Strict,0.579118728637695
3,30,Current,0.591039657592773
3,30,Strong,0.569820404052734
3,30,Gentle,0.581979751586914
1,261,Strong,0.645875930786133
1,261,Gentle,0.655889511108398
