round,case,name,milliseconds
2,144,Strong,0.527858734130859
2,144,Strict,0.528097152709961
2,144,Current,3.06582450866699
2,338,Strong,0.855922698974609
2,338,Gentle,0.640869140625
2,338,Current,0.648975372314453
2,338,Strict,0.575065612792969
3,11,Strong,0.588893890380859
3,11,Strict,0.580072402954102
3,11,Current,0.583171844482422
3,11,Gentle,0.566005706787109
1,59,Strong,0.57220458984375
1,59,Current,0.578880310058594
1,59,Strict,0.560998916625977
1,59,Gentle,0.565052032470703
1,292,Current,0.631093978881836
1,292,Strict,0.586032867431641
1,292,Strong,0.566959381103516
1,292,Gentle,0.574111938476563
1,573,Gentle,0.614166259765625
1,573,Strict,0.576972961425781
1,573,Current,0.550031661987305
1,573,Strong,0.548124313354492
3,62,Strict,0.561952590942383
3,62,Current,0.555992126464844
3,62,Strong,0.530004501342773
3,62,Gentle,0.534772872924805
1,72,Strict,0.519037246704102
1,72,Gentle,0.509023666381836
1,72,Strong,0.488996505737305
1,72,Current,0.504970550537109
1,561,Current,0.552177429199219
1,561,Strict,0.541925430297852
1,561,Strong,0.539779663085938
1,561,Gentle,0.512123107910156
2,166,Strict,0.602960586547852
2,166,Current,0.544071197509766
2,166,Gentle,0.526905059814453
2,166,Strong,0.535011291503906
1,500,Strict,0.539064407348633
1,500,Strong,0.519990921020508
1,500,Gentle,0.593900680541992
1,500,Current,0.523090362548828
3,64,Strong,0.53095817565918
3,64,Current,0.515937805175781
3,64,Gentle,0.515937805175781
3,64,Strict,0.522136688232422
3,355,Gentle,0.533103942871094
3,355,Strong,0.548124313354492
3,355,Current,0.559806823730469
3,355,Strict,0.546932220458984
2,261,Strong,0.558137893676758
2,261,Gentle,0.528812408447266
2,261,Strict,0.502824783325195
2,261,Current,0.530004501342773
2,399,Strong,0.571966171264648
2,399,Strict,0.552177429199219
2,399,Current,0.548124313354492
2,399,Gentle,0.535011291503906
2,566,Current,0.638008117675781
2,566,Gentle,0.645160675048828
2,566,Strong,0.638961791992188
2,566,Strict,0.631093978881836
1,362,Strong,0.555038452148438
1,362,Strict,0.550031661987305
1,362,Current,0.586032867431641
1,362,Gentle,0.616073608398438
1,305,Current,0.631093978881836
1,305,Gentle,0.64396858215332
1,305,Strict,0.609874725341797
1,305,Strong,0.605106353759766
3,403,Current,0.547170639038086
3,403,Strict,0.524997711181641
3,403,Strong,0.53095817565918
3,403,Gentle,0.541925430297852
3,282,Strict,0.535011291503906
3,282,Gentle,0.527858734130859
3,282,Strong,0.549077987670898
3,282,Current,0.532150268554688
2,179,Strict,0.539064407348633
2,179,Current,0.549077987670898
2,179,Strong,0.521183013916016
2,179,Gentle,0.508785247802734
2,593,Current,0.516176223754883
2,593,Gentle,0.528097152709961
2,593,Strict,0.509977340698242
2,593,Strong,0.49901008605957
1,191,Current,0.571966171264648
1,191,Gentle,0.632047653198242
1,191,Strict,0.53095817565918
1,191,Strong,0.524044036865234
3,177,Gentle,0.551223754882813
3,177,Strict,0.554084777832031
3,177,Current,0.545978546142578
3,177,Strong,0.5340576171875
3,420,Strong,0.538825988769531
3,420,Strict,3.20792198181152
3,420,Gentle,0.814914703369141
3,420,Current,0.630855560302734
1,450,Current,0.582218170166016
1,450,Gentle,0.572919845581055
1,450,Strict,0.599145889282227
1,450,Strong,0.56910514831543
2,169,Strong,0.679969787597656
2,169,Current,0.694990158081055
2,169,Strict,0.674962997436523
2,169,Gentle,0.663995742797852
1,308,Current,0.587940216064453
1,308,Strong,0.572919845581055
1,308,Strict,0.570058822631836
1,308,Gentle,0.553131103515625
3,564,Current,0.689983367919922
3,564,Strong,0.562906265258789
3,564,Gentle,0.550985336303711
3,564,Strict,0.551939010620117
3,510,Gentle,0.549793243408203
3,510,Strict,0.531911849975586
3,510,Strong,0.531911849975586
3,510,Current,0.542879104614258
3,209,Strong,0.580072402954102
3,209,Gentle,0.588893890380859
3,209,Current,0.540018081665039
3,209,Strict,0.557184219360352
1,100,Current,0.553131103515625
1,100,Strict,0.546932220458984
1,100,Strong,0.53715705871582
1,100,Gentle,0.520944595336914
1,596,Strong,0.524044036865234
1,596,Current,0.550031661987305
1,596,Gentle,0.510215759277344
1,596,Strict,0.539779663085938
1,443,Strong,0.555038452148438
1,443,Current,0.549077987670898
1,443,Strict,0.533103942871094
1,443,Gentle,0.547885894775391
1,33,Strict,0.566959381103516
1,33,Gentle,0.598907470703125
1,33,Current,0.540971755981445
1,33,Strong,0.529050827026367
3,347,Strict,0.538825988769531
3,347,Strong,0.530004501342773
3,347,Current,0.549793243408203
3,347,Gentle,0.539064407348633
1,584,Strict,0.545024871826172
1,584,Strong,0.521183013916016
1,584,Current,0.528097152709961
1,584,Gentle,0.540971755981445
2,546,Current,0.545024871826172
2,546,Gentle,0.525951385498047
2,546,Strict,0.538110733032227
2,546,Strong,0.540018081665039
1,74,Strict,0.604867935180664
1,74,Gentle,0.524997711181641
1,74,Strong,0.530004501342773
1,74,Current,0.607967376708984
3,423,Current,0.535964965820313
3,423,Strict,0.520944595336914
3,423,Strong,0.525951385498047
3,423,Gentle,0.527858734130859
1,506,Gentle,0.637054443359375
1,506,Current,0.632047653198242
1,506,Strict,0.624179840087891
1,506,Strong,0.65302848815918
1,473,Current,0.552177429199219
1,473,Strict,0.523090362548828
1,473,Gentle,0.530004501342773
1,473,Strong,0.535011291503906
1,396,Current,0.562191009521484
1,396,Gentle,0.548124313354492
1,396,Strict,0.509023666381836
1,396,Strong,0.527143478393555
1,117,Strong,0.529050827026367
1,117,Gentle,0.53095817565918
1,117,Strict,0.520944595336914
1,117,Current,0.529050827026367
2,190,Gentle,0.5340576171875
2,190,Strong,0.602960586547852
2,190,Current,0.532865524291992
2,190,Strict,0.5340576171875
2,539,Current,0.562906265258789
2,539,Strong,0.543117523193359
2,539,Gentle,0.539779663085938
2,539,Strict,0.546932220458984
3,415,Strict,0.629901885986328
3,415,Current,0.692844390869141
3,415,Gentle,0.702142715454102
3,415,Strong,0.624895095825195
1,265,Gentle,0.600099563598633
1,265,Strong,0.53095817565918
1,265,Current,0.513076782226563
1,265,Strict,1.01304054260254
3,539,Gentle,0.67901611328125
3,539,Strong,0.635862350463867
3,539,Strict,0.59199333190918
3,539,Current,0.575065612792969
3,551,Strong,0.754117965698242
3,551,Gentle,0.571966171264648
3,551,Strict,0.581026077270508
3,551,Current,0.579833984375
3,585,Current,0.662088394165039
3,585,Strong,0.662088394165039
3,585,Gentle,0.648021697998047
3,585,Strict,0.658035278320313
2,374,Gentle,0.597000122070313
2,374,Current,0.586032867431641
2,374,Strict,0.629901885986328
2,374,Strong,0.623941421508789
3,182,Strong,0.632047653198242
3,182,Gentle,0.642061233520508
3,182,Current,0.633955001831055
3,182,Strict,0.607967376708984
2,337,Strict,0.554084777832031
2,337,Current,0.535011291503906
2,337,Gentle,0.526905059814453
2,337,Strong,0.528097152709961
2,600,Current,0.545978546142578
2,600,Gentle,0.513076782226563
2,600,Strict,0.524044036865234
2,600,Strong,0.512838363647461
1,93,Current,0.543117523193359
1,93,Gentle,0.594854354858398
1,93,Strict,0.529050827026367
1,93,Strong,0.529050827026367
3,320,Strict,0.535964965820313
3,320,Strong,0.519037246704102
3,320,Current,0.543117523193359
3,320,Gentle,0.52189826965332
3,600,Gentle,0.509977340698242
3,600,Current,0.502824783325195
3,600,Strong,0.509977340698242
3,600,Strict,0.519990921020508
3,107,Gentle,0.583887100219727
3,107,Current,0.529050827026367
3,107,Strong,0.515937805175781
3,107,Strict,0.516891479492188
1,560,Strict,0.524997711181641
1,560,Strong,0.545024871826172
1,560,Gentle,0.524997711181641
1,560,Current,0.511884689331055
1,36,Current,0.549793243408203
1,36,Gentle,0.530004501342773
1,36,Strong,0.512838363647461
1,36,Strict,0.518083572387695
3,459,Strong,0.548124313354492
3,459,Strict,0.528097152709961
3,459,Current,0.505924224853516
3,459,Gentle,0.529050827026367
1,138,Strong,0.61488151550293
1,138,Strict,0.597000122070313
1,138,Current,0.646829605102539
1,138,Gentle,0.603914260864258
1,232,Gentle,0.565052032470703
1,232,Strong,0.5340576171875
1,232,Strict,0.526905059814453
1,232,Current,0.539064407348633
1,217,Strict,0.545978546142578
1,217,Strong,0.518083572387695
1,217,Current,0.554084777832031
1,217,Gentle,0.513076782226563
2,428,Current,0.536918640136719
2,428,Strong,0.522136688232422
2,428,Gentle,0.52189826965332
2,428,Strict,0.533819198608398
2,221,Current,0.55384635925293
2,221,Strict,0.517845153808594
2,221,Gentle,0.566959381103516
2,221,Strong,0.553131103515625
3,125,Strict,0.572919845581055
3,125,Current,0.522851943969727
3,125,Gentle,0.516891479492188
3,125,Strong,0.522851943969727
2,159,Strict,0.544071197509766
2,159,Current,0.524044036865234
2,159,Gentle,0.519990921020508
2,159,Strong,0.536918640136719
2,588,Strong,0.524044036865234
2,588,Strict,0.504016876220703
2,588,Current,0.517129898071289
2,588,Gentle,0.51116943359375
2,596,Strict,0.519990921020508
2,596,Strong,0.524044036865234
2,596,Gentle,0.494003295898438
2,596,Current,0.555038452148438
1,24,Gentle,3.14903259277344
1,24,Strict,0.747919082641602
1,24,Current,0.555038452148438
1,24,Strong,0.816106796264648
3,566,Current,0.715017318725586
3,566,Strict,0.681161880493164
3,566,Strong,0.657081604003906
3,566,Gentle,0.651836395263672
2,559,Strict,0.578880310058594
2,559,Gentle,0.625133514404297
2,559,Current,0.592947006225586
2,559,Strong,0.550031661987305
1,1,Current,0.595808029174805
1,1,Strong,0.579118728637695
1,1,Gentle,0.572919845581055
1,1,Strict,0.564098358154297
1,313,Strict,0.590085983276367
1,313,Strong,0.575065612792969
1,313,Current,0.538110733032227
1,313,Gentle,0.584125518798828
3,256,Current,0.573873519897461
3,256,Gentle,0.567197799682617
3,256,Strict,0.581026077270508
3,256,Strong,0.579118728637695
1,342,Strong,0.570058822631836
1,342,Current,0.571012496948242
1,342,Gentle,0.538825988769531
1,342,Strict,0.519990921020508
3,350,Strong,0.56910514831543
3,350,Current,0.545978546142578
3,350,Gentle,0.536918640136719
3,350,Strict,0.528097152709961
2,565,Strict,0.560998916625977
2,565,Strong,0.520944595336914
2,565,Gentle,0.535011291503906
2,565,Current,0.531911849975586
2,127,Current,0.517845153808594
2,127,Strong,0.525951385498047
2,127,Gentle,0.504970550537109
2,127,Strict,0.558137893676758
2,391,Strong,0.520944595336914
2,391,Gentle,0.497102737426758
2,391,Strict,0.491142272949219
2,391,Current,0.509977340698242
2,124,Current,0.578165054321289
2,124,Gentle,0.563144683837891
2,124,Strict,0.531911849975586
2,124,Strong,0.591039657592773
2,363,Strict,0.547170639038086
2,363,Current,0.535964965820313
2,363,Strong,0.53095817565918
2,363,Gentle,0.513076782226563
3,559,Gentle,0.524044036865234
3,559,Current,0.546932220458984
3,559,Strong,0.535011291503906
3,559,Strict,0.550031661987305
2,581,Strict,0.551939010620117
2,581,Strong,0.535964965820313
2,581,Gentle,0.5340576171875
2,581,Current,0.539064407348633
1,356,Current,0.541925430297852
1,356,Strict,0.523090362548828
1,356,Gentle,0.503063201904297
1,356,Strong,0.532150268554688
1,134,Strict,0.537872314453125
1,134,Gentle,0.535964965820313
1,134,Current,0.544071197509766
1,134,Strong,0.535964965820313
2,104,Current,0.546932220458984
2,104,Gentle,0.555992126464844
2,104,Strong,0.544071197509766
2,104,Strict,0.571012496948242
2,255,Current,0.558137893676758
2,255,Gentle,0.525951385498047
2,255,Strong,0.514984130859375
2,255,Strict,0.527858734130859
3,32,Strong,0.55384635925293
3,32,Gentle,0.566959381103516
3,32,Strict,0.549077987670898
3,32,Current,0.559091567993164
3,314,Gentle,0.549077987670898
3,314,Strong,0.530004501342773
3,314,Strict,0.517129898071289
3,314,Current,0.537872314453125
1,312,Current,0.555038452148438
1,312,Strong,0.541925430297852
1,312,Strict,0.545978546142578
1,312,Gentle,0.550031661987305
2,430,Current,0.547885894775391
2,430,Gentle,0.53095817565918
2,430,Strict,0.516176223754883
2,430,Strong,0.512838363647461
3,410,Current,0.539064407348633
3,410,Strict,3.27801704406738
3,410,Gentle,0.83613395690918
3,410,Strong,0.607013702392578
3,298,Gentle,0.685214996337891
3,298,Current,0.593900680541992
3,298,Strict,0.565052032470703
3,298,Strong,0.571966171264648
1,571,Strong,0.612020492553711
1,571,Current,0.580072402954102
1,571,Gentle,0.568151473999023
1,571,Strict,0.587940216064453
1,514,Current,0.680923461914063
1,514,Strong,0.666141510009766
1,514,Gentle,0.699996948242188
1,514,Strict,0.642061233520508
3,97,Strict,0.606060028076172
3,97,Strong,0.597953796386719
3,97,Gentle,0.629901885986328
3,97,Current,0.603914260864258
3,106,Strong,0.564098358154297
3,106,Gentle,0.522136688232422
3,106,Strict,0.548839569091797
3,106,Current,0.543117523193359
1,594,Gentle,0.599861145019531
1,594,Strong,0.541925430297852
1,594,Current,0.535964965820313
1,594,Strict,0.535964965820313
3,179,Current,0.566005706787109
3,179,Gentle,0.523805618286133
3,179,Strong,0.521183013916016
3,179,Strict,0.527858734130859
2,595,Strict,0.538110733032227
2,595,Current,0.555992126464844
2,595,Strong,0.544071197509766
2,595,Gentle,0.5340576171875
1,153,Current,0.548124313354492
1,153,Strict,0.528097152709961
1,153,Gentle,0.524044036865234
1,153,Strong,0.514984130859375
1,331,Strong,0.526905059814453
1,331,Current,0.540971755981445
1,331,Strict,0.530004501342773
1,331,Gentle,0.514030456542969
3,68,Strong,0.555992126464844
3,68,Current,0.522136688232422
3,68,Strict,0.535964965820313
3,68,Gentle,0.521183013916016
3,487,Current,0.650882720947266
3,487,Strong,0.708818435668945
3,487,Strict,0.663995742797852
3,487,Gentle,0.622034072875977
1,40,Gentle,0.626087188720703
1,40,Strong,0.626087188720703
1,40,Strict,0.621795654296875
1,40,Current,0.671863555908203
3,80,Current,0.548124313354492
3,80,Strong,0.526189804077148
3,80,Strict,0.546932220458984
3,80,Gentle,0.53095817565918
3,34,Strong,0.5340576171875
3,34,Strict,0.532865524291992
3,34,Current,0.550031661987305
3,34,Gentle,0.526189804077148
1,478,Strong,0.531911849975586
1,478,Gentle,0.525951385498047
1,478,Strict,0.529050827026367
1,478,Current,0.522851943969727
2,544,Gentle,0.518083572387695
2,544,Current,0.535964965820313
2,544,Strong,0.500917434692383
2,544,Strict,0.550031661987305
1,247,Strict,0.526905059814453
1,247,Current,0.540018081665039
1,247,Strong,0.52189826965332
1,247,Gentle,0.535011291503906
1,496,Strict,0.515937805175781
1,496,Strong,0.555038452148438
1,496,Current,0.524997711181641
1,496,Gentle,0.548124313354492
3,237,Gentle,0.536918640136719
3,237,Strict,0.535011291503906
3,237,Current,0.532150268554688
3,237,Strong,0.528097152709961
1,282,Strong,0.535011291503906
1,282,Gentle,0.527143478393555
1,282,Current,0.539064407348633
1,282,Strict,0.519990921020508
2,518,Strict,0.537872314453125
2,518,Gentle,0.528812408447266
2,518,Current,0.537872314453125
2,518,Strong,0.53095817565918
2,119,Strong,0.540018081665039
2,119,Strict,0.542879104614258
2,119,Gentle,3.2958984375
2,119,Current,0.823020935058594
2,586,Strong,0.607013702392578
2,586,Gentle,0.566005706787109
2,586,Current,0.581026077270508
2,586,Strict,0.629186630249023
3,129,Gentle,0.601053237915039
3,129,Strict,0.569820404052734
3,129,Strong,0.570058822631836
3,129,Current,0.597953796386719
3,6,Current,0.591039657592773
3,6,Strong,0.570058822631836
3,6,Strict,0.581026077270508
3,6,Gentle,0.566005706787109
3,108,Strict,0.607967376708984
3,108,Gentle,0.584125518798828
3,108,Current,0.586986541748047
3,108,Strong,0.580072402954102
2,409,Current,0.581979751586914
2,409,Gentle,0.548124313354492
2,409,Strong,0.550031661987305
2,409,Strict,0.584125518798828
2,15,Current,0.555992126464844
2,15,Gentle,0.536918640136719
2,15,Strong,0.5340576171875
2,15,Strict,0.529050827026367
3,531,Current,0.616073608398438
3,531,Strong,0.559091567993164
3,531,Gentle,0.547885894775391
3,531,Strict,0.561952590942383
3,137,Gentle,0.583887100219727
3,137,Current,0.546932220458984
3,137,Strong,0.535011291503906
3,137,Strict,0.54621696472168
1,382,Strict,0.55694580078125
1,382,Current,0.566005706787109
1,382,Strong,0.55694580078125
1,382,Gentle,0.550031661987305
1,532,Strong,0.549077987670898
1,532,Strict,0.525951385498047
1,532,Current,0.519990921020508
1,532,Gentle,0.522136688232422
1,541,Strong,0.566005706787109
1,541,Current,0.584125518798828
1,541,Strict,0.55384635925293
1,541,Gentle,0.531911849975586
1,212,Strong,0.523090362548828
1,212,Strict,0.526905059814453
1,212,Gentle,0.540018081665039
1,212,Current,0.514984130859375
1,296,Current,0.52189826965332
1,296,Gentle,0.581979751586914
1,296,Strong,0.509023666381836
1,296,Strict,0.510931015014648
2,277,Current,0.67591667175293
2,277,Strong,0.751972198486328
2,277,Gentle,0.652074813842773
2,277,Strict,0.625848770141602
2,312,Strict,0.5340576171875
2,312,Current,0.5340576171875
2,312,Gentle,0.541925430297852
2,312,Strong,0.51116943359375
2,485,Current,0.547885894775391
2,485,Strong,0.52189826965332
2,485,Gentle,0.528097152709961
2,485,Strict,0.524997711181641
1,10,Strict,0.545978546142578
1,10,Gentle,0.542879104614258
1,10,Strong,0.513792037963867
1,10,Current,0.552177429199219
1,310,Strict,0.658988952636719
1,310,Gentle,0.524044036865234
1,310,Current,0.530004501342773
1,310,Strong,0.510215759277344
2,362,Strong,0.547170639038086
2,362,Gentle,0.545978546142578
2,362,Strict,0.586986541748047
2,362,Current,0.571966171264648
2,330,Gentle,0.565052032470703
2,330,Current,0.5340576171875
2,330,Strong,0.515937805175781
2,330,Strict,0.531911849975586
2,343,Gentle,0.543117523193359
2,343,Current,0.524044036865234
2,343,Strong,0.513076782226563
2,343,Strict,0.555992126464844
1,521,Gentle,0.589847564697266
1,521,Strong,0.504970550537109
1,521,Current,0.540971755981445
1,521,Strict,0.547170639038086
1,114,Strict,0.597953796386719
1,114,Gentle,0.690937042236328
1,114,Current,0.720977783203125
1,114,Strong,3.53598594665527
1,67,Strong,0.699043273925781
1,67,Strict,0.607013702392578
1,67,Current,0.657796859741211
1,67,Gentle,0.587940216064453
1,459,Strong,0.587940216064453
1,459,Strict,0.566959381103516
1,459,Gentle,0.555992126464844
1,459,Current,0.560998916625977
1,400,Strong,0.591039657592773
1,400,Strict,0.563144683837891
1,400,Gentle,0.58293342590332
1,400,Current,0.566005706787109
3,126,Strict,0.561952590942383
3,126,Current,0.591039657592773
3,126,Strong,0.561952590942383
3,126,Gentle,0.545978546142578
2,326,Current,0.632047653198242
2,326,Strict,0.53715705871582
2,326,Strong,0.536918640136719
2,326,Gentle,0.55694580078125
1,425,Strong,0.539064407348633
1,425,Current,0.555992126464844
1,425,Strict,0.515937805175781
1,425,Gentle,0.518083572387695
3,475,Strong,0.522851943969727
3,475,Strict,0.547170639038086
3,475,Gentle,0.510931015014648
3,475,Current,0.566959381103516
2,411,Strict,0.531911849975586
2,411,Gentle,0.527143478393555
2,411,Current,0.532150268554688
2,411,Strong,0.535011291503906
3,267,Gentle,0.654935836791992
3,267,Current,0.640153884887695
3,267,Strong,0.652074813842773
3,267,Strict,0.617027282714844
1,202,Strict,0.607013702392578
1,202,Strong,1.01590156555176
1,202,Gentle,0.663995742797852
1,202,Current,0.588893890380859
3,366,Strong,0.567913055419922
3,366,Current,0.560998916625977
3,366,Gentle,0.590085983276367
3,366,Strict,0.564098358154297
1,466,Current,0.619888305664063
1,466,Gentle,0.580072402954102
1,466,Strong,0.558137893676758
1,466,Strict,0.550985336303711
1,258,Strict,0.601053237915039
1,258,Current,0.635862350463867
1,258,Gentle,0.607967376708984
1,258,Strong,0.56910514831543
2,359,Strict,0.55694580078125
2,359,Gentle,0.561952590942383
2,359,Current,0.573158264160156
2,359,Strong,0.567913055419922
3,428,Gentle,0.583887100219727
3,428,Current,0.655889511108398
3,428,Strict,0.667095184326172
3,428,Strong,0.597000122070313
2,14,Current,0.59199333190918
2,14,Strict,0.576972961425781
2,14,Gentle,0.61488151550293
2,14,Strong,0.562906265258789
3,1,Current,0.589847564697266
3,1,Strict,0.581026077270508
3,1,Strong,0.564098358154297
3,1,Gentle,0.552892684936523
1,148,Current,0.800132751464844
1,148,Strong,0.772953033447266
1,148,Strict,0.795841217041016
1,148,Gentle,0.892877578735352
1,304,Strict,0.659942626953125
1,304,Gentle,0.56910514831543
1,304,Strong,0.562906265258789
1,304,Current,0.545978546142578
2,39,Gentle,0.555992126464844
2,39,Current,0.560998916625977
2,39,Strong,0.536918640136719
2,39,Strict,0.585079193115234
3,458,Strong,0.560998916625977
3,458,Gentle,0.558137893676758
3,458,Strict,0.555038452148438
3,458,Current,0.549077987670898
3,473,Current,0.55694580078125
3,473,Strict,0.56910514831543
3,473,Strong,0.648975372314453
3,473,Gentle,0.55384635925293
1,19,Strong,0.58293342590332
1,19,Gentle,0.581026077270508
1,19,Current,0.586986541748047
1,19,Strict,3.0820369720459
1,77,Strong,0.869989395141602
1,77,Gentle,0.613927841186523
1,77,Current,0.57220458984375
1,77,Strict,0.576019287109375
1,253,Gentle,0.633955001831055
1,253,Strict,0.60582160949707
1,253,Current,0.594139099121094
1,253,Strong,0.574827194213867
2,99,Strong,0.629901885986328
2,99,Current,0.586986541748047
2,99,Gentle,0.579118728637695
2,99,Strict,0.589132308959961
2,423,Gentle,0.573158264160156
2,423,Strong,0.584125518798828
2,423,Current,0.580072402954102
2,423,Strict,0.55384635925293
2,503,Strict,0.557184219360352
2,503,Gentle,0.549793243408203
2,503,Current,0.674009323120117
2,503,Strong,0.517845153808594
2,321,Strict,0.558853149414063
2,321,Strong,0.562906265258789
2,321,Current,0.536918640136719
2,321,Gentle,0.53095817565918
2,70,Strong,0.661134719848633
2,70,Strict,0.590801239013672
2,70,Current,0.593900680541992
2,70,Gentle,0.578880310058594
3,378,Strict,0.566005706787109
3,378,Strong,0.545978546142578
3,378,Current,0.536918640136719
3,378,Gentle,0.533103942871094
3,537,Gentle,0.719070434570313
3,537,Strong,0.663995742797852
3,537,Current,0.638008117675781
3,537,Strict,0.607967376708984
3,57,Strict,0.546932220458984
3,57,Strong,0.549077987670898
3,57,Current,0.547170639038086
3,57,Gentle,0.5340576171875
1,570,Strict,0.532865524291992
1,570,Gentle,0.514030456542969
1,570,Current,0.535011291503906
1,570,Strong,0.504970550537109
1,377,Current,0.630855560302734
1,377,Strict,0.613927841186523
1,377,Strong,0.632047653198242
1,377,Gentle,0.74005126953125
2,429,Current,0.638008117675781
2,429,Strong,0.531911849975586
2,429,Gentle,0.514984130859375
2,429,Strict,0.784873962402344
2,553,Gentle,0.581979751586914
2,553,Strict,0.530004501342773
2,553,Strong,0.525951385498047
2,553,Current,0.525951385498047
3,295,Current,0.575065612792969
3,295,Gentle,0.519037246704102
3,295,Strong,0.543117523193359
3,295,Strict,0.535011291503906
1,359,Strict,0.540971755981445
1,359,Current,0.56004524230957
1,359,Strong,0.566959381103516
1,359,Gentle,0.52189826965332
3,60,Current,0.58293342590332
3,60,Gentle,0.583171844482422
3,60,Strong,0.578165054321289
3,60,Strict,0.56004524230957
2,545,Strict,0.53715705871582
2,545,Strong,0.521183013916016
2,545,Gentle,0.53095817565918
2,545,Current,0.514030456542969
2,8,Strong,0.530004501342773
2,8,Strict,0.564813613891602
2,8,Gentle,0.592947006225586
2,8,Current,0.572919845581055
2,61,Strict,0.684976577758789
2,61,Gentle,0.579118728637695
2,61,Strong,0.555992126464844
2,61,Current,0.547170639038086
2,22,Strong,0.510931015014648
2,22,Strict,0.53715705871582
2,22,Gentle,0.49591064453125
2,22,Current,0.498056411743164
3,504,Current,0.524997711181641
3,504,Strict,0.539064407348633
3,504,Strong,0.501871109008789
3,504,Gentle,0.525951385498047
1,166,Current,0.55694580078125
1,166,Strict,0.55384635925293
1,166,Strong,0.526905059814453
1,166,Gentle,0.557184219360352
2,112,Gentle,3.35502624511719
2,112,Strict,0.864982604980469
2,112,Current,0.648975372314453
2,112,Strong,0.579118728637695
3,429,Strict,0.570058822631836
3,429,Gentle,0.56004524230957
3,429,Strong,0.56910514831543
3,429,Current,0.567913055419922
2,328,Strong,0.610113143920898
2,328,Gentle,0.567913055419922
2,328,Current,0.602006912231445
2,328,Strict,0.637054443359375
3,470,Gentle,0.597953796386719
3,470,Current,0.584125518798828
3,470,Strong,0.584125518798828
3,470,Strict,0.575065612792969
3,464,Strict,0.575065612792969
3,464,Strong,0.579118728637695
3,464,Current,0.547885894775391
3,464,Gentle,0.5340576171875
1,222,Gentle,0.560998916625977
1,222,Strict,0.545978546142578
1,222,Strong,0.539064407348633
1,222,Current,0.541925430297852
2,401,Strong,0.874996185302734
2,401,Gentle,1.06096267700195
2,401,Strict,0.688076019287109
2,401,Current,0.647783279418945
1,485,Current,0.566959381103516
1,485,Strong,0.547170639038086
1,485,Strict,0.540971755981445
1,485,Gentle,0.528812408447266
2,585,Gentle,0.648975372314453
2,585,Strict,0.617027282714844
2,585,Current,0.640869140625
2,585,Strong,0.622987747192383
3,14,Strict,0.551939010620117
3,14,Current,0.559091567993164
3,14,Gentle,0.545978546142578
3,14,Strong,0.53095817565918
3,301,Gentle,0.561952590942383
3,301,Strict,0.529050827026367
3,301,Strong,0.511884689331055
3,301,Current,0.538110733032227
2,291,Strong,0.545024871826172
2,291,Gentle,0.5340576171875
2,291,Strict,0.678062438964844
2,291,Current,0.558853149414063
2,450,Strict,0.543117523193359
2,450,Strong,0.608921051025391
2,450,Current,0.552177429199219
2,450,Gentle,0.530004501342773
2,289,Strict,0.565052032470703
2,289,Gentle,0.552892684936523
2,289,Current,0.545978546142578
2,289,Strong,0.56004524230957
1,268,Strong,0.551939010620117
1,268,Current,0.542879104614258
1,268,Strict,0.537872314453125
1,268,Gentle,0.514030456542969
2,13,Strong,0.525951385498047
2,13,Gentle,0.519037246704102
2,13,Strict,0.513792037963867
2,13,Current,0.530004501342773
2,563,Strict,0.528097152709961
2,563,Strong,0.524997711181641
2,563,Current,0.534772872924805
2,563,Gentle,0.530004501342773
1,262,Current,0.598907470703125
1,262,Strong,0.558137893676758
1,262,Gentle,0.53715705871582
1,262,Strict,0.539779663085938
1,390,Current,0.529050827026367
1,390,Gentle,0.497817993164063
1,390,Strong,0.506877899169922
1,390,Strict,0.535011291503906
2,53,Gentle,0.548839569091797
2,53,Strong,0.555038452148438
2,53,Current,0.562191009521484
2,53,Strict,0.538825988769531
1,333,Strict,0.555992126464844
1,333,Strong,0.535011291503906
1,333,Current,0.535011291503906
1,333,Gentle,0.524044036865234
2,360,Strict,0.565052032470703
2,360,Strong,0.583171844482422
2,360,Gentle,0.542879104614258
2,360,Current,0.522851943969727
3,375,Gentle,0.527143478393555
3,375,Strong,0.535011291503906
3,375,Strict,0.555038452148438
3,375,Current,0.550985336303711
2,107,Current,0.566959381103516
2,107,Strong,0.853061676025391
2,107,Gentle,0.697135925292969
2,107,Strict,0.59199333190918
2,173,Strong,0.638961791992188
2,173,Gentle,0.590085983276367
2,173,Strict,0.566005706787109
2,173,Current,0.577926635742188
1,565,Gentle,0.579118728637695
1,565,Strong,0.567913055419922
1,565,Current,0.587940216064453
1,565,Strict,0.577926635742188
3,433,Strong,0.56004524230957
3,433,Current,0.612020492553711
3,433,Gentle,0.564098358154297
3,433,Strict,0.540018081665039
2,267,Current,0.70500373840332
2,267,Strong,0.705957412719727
2,267,Strict,0.671148300170898
2,267,Gentle,0.674962997436523
3,592,Strong,0.559091567993164
3,592,Current,0.550031661987305
3,592,Strict,0.526189804077148
3,592,Gentle,0.5340576171875
1,458,Gentle,0.545978546142578
1,458,Current,0.538110733032227
1,458,Strict,0.529050827026367
1,458,Strong,0.509977340698242
1,599,Gentle,0.550031661987305
1,599,Strong,0.524997711181641
1,599,Current,0.529050827026367
1,599,Strict,0.611066818237305
3,99,Strict,0.659942626953125
3,99,Current,0.667095184326172
3,99,Strong,0.566005706787109
