source,line_hash,rank,milliseconds,candidate_count
news,7994ef125c9fa26c4ef445104acca367da1af670f36f62278bad67f2be0e5c2c,27,134.99819999560714,89
news,4e719bb5eda6c6c6b49c93102ecf609b160317b5b276bb4ae02d172eb1fa7755,36,121.25029999879189,78
news,cf6aefe72ec3b0a537a839b2c17d197c1babf6e73378f5c2524da5978ef3cf0e,69,126.30859999626409,92
news,774cf0d15caa1b45c16bd688a862c35fa6198d73b69a784b5f5ada6343c8f8f8,45,134.00599999295082,92
news,b3df094efdb01fd8c751037bf3bfa87d58cc6a009bb5fe59bd53d93e67848878,0,121.57229999138508,70
news,4e1595f4a4005b7f2b28df5c15e2e26a19db54562fdd2539825d32654605af3e,3,132.7508999966085,85
news,42b599e0bcf2d6a628c306cfaebd4343df6d6144bcd4b2d843612007f9c8e734,1,114.4542999973055,82
news,cd2f346bd065aa18e6cfb84285bb7b8dbc10cb9cd84b750e58e3e7522d73cc4e,10,147.109300000011,89
news,f2f53e2249e1dfad8feea717d37e94e2e581dfc135135584259a1e616b879ed4,1,118.1222000013804,88
news,4fc2f16b0fdc86b4be4e1d255ca818417a8ae2861aae8fe7bbf44959954e4b09,3,129.52960000257008,79
news,12c8f76c7f8dc2f8b327d8664cec9e39c3eeff9f48d0893438db19881ca7a806,3,118.07639998733066,84
news,78e68eb1bf28d10b5cc120a673dab18929a2e1f5c4b10c755f72b70fb33de64a,26,115.26470001263078,90
news,1bdc2b39bd2b59782b1e047db91d07cc060213095d6624b1b218ec437b5a29dd,1,143.09179999690969,77
news,ab3f5368470b8af96538041ca153f157191b36603b2c1839c3aa20cd2dd9c7af,43,125.9223000088241,91
news,e1d3a9a2e2218a7dec19f789543169e2e3de735fe189fbeb92b3b8678976ba8e,25,182.69669999426696,72
news,bb9ff2e5ee1c68c385818dee12530169ff1f64f97caaa5c9a11330c740a7e1cb,15,117.65069999091793,71
news,30e043e791e0ec9367a3827077433d98bf5c9879c7b604a2226af614f7da9728,13,140.48190000175964,93
news,0331fc2936e46ab649f06baed71821db53e7e44b69fd5d2267f6c72cdfab26f1,2,157.21360000316054,85
news,f9cb0ccef9080b10d5f8c7e67a749935be30804298056361c663e78e5380d3e4,1,136.31509999686386,76
news,459f3683c0af47d6b24df0aa3ae3c5d19ba8ca1f97915dabf46a3d5e9b10d67f,1,134.32399999874178,77
news,4f070648b67f58eb808415dcc2ab1d2ddc63041070b4df6fd84d3d4e4246a7d6,0,123.29260000842623,72
news,ed33a9ed9b76ba9439010243d04f123de12adfbe78ee243e0109975dca9a3e23,0,130.02810000034515,88
news,56775191a039dbb699f1efe02cd92fc3f8317b370a6ce813b11d66a8f6a2887a,0,110.15259999840055,88
news,a8e55d5d4606b80477a96fb831412ab2c33de776369983d30c42ba66aae4ba48,1,123.93669999437407,92
news,e0e870c1c223833a2074950473e9b01112b66acd18d9504b14012ab08c095008,6,134.89869999466464,90
news,058c7954af51e5e79f522eb5a501a9b19786174b03d31ddfb020ee3c8b9a2241,0,115.48209999455139,85
news,b77f2c064cfa1a3389045c89d6dce3e9780cd33141457e776b78f2881f8a07d6,1,117.59820001316257,73
news,f51c265bc6b6d9cd99d8c32d92de5d693e273b8c1131fc068fddfbdd0ad489b1,16,127.0267999934731,82
news,3fde210eac279ef4508c6253126251fe376fb94671ed68c0b9035afb36b1a900,62,115.2215000038268,79
news,af0eff7d74c50f90ce4380ad3b0b09dc2b1e85a9d773ce785645437d7e4c243d,0,133.52319999830797,91
news,b24d75fccc88e23ebad8e6d5ffd98a5c90660f98c5de1d0a96a479ee3c414709,1,124.98369999229908,79
news,e8431d7e2aca0c332bdb4fb12a3437627ea9bf8d3af729818166a5599e4e05dc,20,160.88270000182092,88
news,2158c8ec63f910c2464e23c47eef690aef01bc75a2c0b28912de38d1eb72ff90,40,121.8659000005573,76
news,fe70a797f900a43c80d0f6306a83eef1d349b1ab30fd4cec815bb5457ea3cbcc,1,115.09620001015719,81
news,41015826a600daf9196a1aa0d162ad3c699954e16b886bdd40820c6cbe1f67be,1,117.76939999253955,80
news,eb38b7bfb699d3c8aa31af7df2a403e183f02209b4279a14728cbe3fd617bcb8,3,124.7393999947235,71
news,10ce4a884e0495a64aa4627e5edb3b2089d5fe54b0bbca86741f7dc94acdf3f8,0,121.70059999334626,92
news,25a2744f7c7fe940870b7ef49440cb63437aa6be04505aec212e8a4626a3ab2c,1,133.99430000572465,70
news,ae6a0271bbfcd565a855457e1d392aee06bc5a354e63e1d1d36b5e652f1110bb,0,142.78559999365825,84
news,4c11b8777c73e9ce54766448a43fffb9ec2413b65bdd2440607dd8a5b92a7aac,6,113.65379999915604,73
news,90d2061a65f5d0652113a62d18ebcd036fb99af8f38c0e8f0ea4e714307d3f76,73,124.12049999693409,77
news,24942e614c5d526e7741bbd4b7965fced9d3b3479db57abb48a94712d2d35c90,1,119.71539999649394,76
news,9fb28038c0781f639166bac66e6dd67672d78250f8e90eeae31bfb81dd8e6ace,7,116.7799999966519,85
news,0c380c53b2851423fc5203119a957e4ed478c7f1fee32afae8887d79bd82c2ab,1,118.39560000225902,82
news,3bd1b13f117dd481d63762770b22acc58100da8311ffb8e3f303a0599f8f45b1,2,116.36860000726301,78
news,521877de27a539807a4a67e901a22757fbe8bcd95c0d282b19e4e0b6069c7f9c,12,123.53779999830294,74
news,aa9e11819eeb739f488911ff9746c6d997eee7b02f413b2d346d3c4403ffcc11,0,113.22309999377467,77
news,a71d4ea1b06a05c22fcf0e74ff7f98b5aac6a770133ad86ac9f09780dbda233e,1,142.2720999980811,86
news,d52c8a2db321e01934e287ff413008837b3ca412a43430a1caf029000d3b8957,1,131.50980000500567,88
news,50aed777704d8ad6b46a0884da82037c97dbb9853f0f087b15635e737c21b456,1,120.10989998816513,71
news,b12490ca02ebb3223554d092b3366ecc308eaeb853ddbe996ba1197eb6a09d15,14,128.8689999928465,77
news,744e3bf841548dce8f8cb6bc3d679db7501efc3fc1dfbbda6a0518237936d39e,31,125.76179999450687,90
news,c60f2bbb0be3c8922e883ac3c9bf964b19f303027626a9632f18f84ab709098b,2,125.01560000237077,77
news,8eacca2f0496df7ca99ad5c739232e3120454c8f34985a8837cb4a0c96128a82,10,125.77099999180064,88
news,908241db5e3aa99ec85e6f06621a212a47cc434f44a2043fc901f50cf1ac5c5a,24,146.63229999132454,89
news,8e999cc1b5d3c43fa017fb3d373d633adba728926a2d01eae0c05614e4b83e11,2,142.74109998950735,90
news,1fe35ae8f55e3f01a97fbfe0f7969ea3e168bf8d331c0b2fab93446cda82b705,8,137.98500000848435,90
news,e2c4266fcc6aab7b6d603c2ffbf7767e273ed22118debf3aa48ae832e5d050d9,1,131.24789998983033,83
news,9181036b17982a4481215a72f27db6b306fbbfcb552af74b64b1b880485ff409,0,129.11999999778345,75
news,7ce78cc37b45ac0e7ce2b3c02fc352c0a7c3733001f25945fbddddac49bca33e,68,124.43829998665024,87
news,d03c55a68c2e0b83f9efc4cf6918536785a7839f6a281c6a219ced081c0558d1,3,111.71339999418706,75
news,30f9c8bd931ee8b516a42e35a4cc5bdc081037f88dac1a28f55cb65b117f44be,5,132.4356999975862,84
news,ecf67d80dd2b669b371d575896019d0f9c44815bc1cdaaebefb8fd73ab83a3a3,0,131.2163000111468,73
news,6872a7585d41e0c343ed57560e83e9f9b3bbdadfa5716f127c9573b4f77e4f4a,3,149.3322000023909,79
news,da005c11de5373fbd3c1b27950518656556e66c1fdececeee105b0de71f7183e,3,131.0172999947099,87
news,7f9ed6116dc3ccca188b22bbd121848805e3e6c0280e9bf0faa4d0d72ea94eab,1,132.76250001217704,83
news,098c69117b8881e56d058e8fc6b29d9c017f12ef3f55cdec9600fef0686337b7,0,111.2794000073336,79
news,3e90153b6c55a74f72f4805d5b35e74a7176b561502cb6f601aa5c19555612ad,0,132.54210000741296,84
news,4ea26a8abb5eb600ca358cdbb8d965a39b172db8a82187b9fdffc05078a04e6c,0,133.0044999922393,83
news,9c7c01565b3472a352b333f8df678db211956321d35604d528fef38a494be67b,3,133.58379999408498,87
news,bfce216ebb64ab7b37aaa1ad2ec6930d76944bddbb59599c7271e3235f76c5b1,0,135.74610000068787,75
news,a637ac5d25eed8e246172972466e0d3912c04cd1727c1fbd187b04a39cec57f8,3,154.67779999016784,73
news,871db16bb3649712406373bde33de2f9b2e70809cac90ab89aee8e7a8965007e,43,153.4274000005098,86
news,04955e59e44c3d1fe568ad784c149fd27cb07c8951039910fe850170b3a5f7c9,79,132.75799999246374,80
news,27d047ef104b9c698c32eb137aad6579d18acdef310b0d6e32cea34c114152cd,41,143.64880000357516,89
news,a5a03e1b6dfaa5c72e856c47f83077d7bd8e9eee9b525d8b7d9b55d88c66a1bd,0,140.0290000019595,92
news,282b3eb9a4a95f5bdaf1dea6cbcde775ec85edf2dde99b5e7976a6f3d5ed92f9,37,127.00550000590738,73
news,f7a5ccdda258e974e83fe9f104198c9f5accd26baf72e040e130975e6992b5b7,1,147.63019999372773,94
news,f6598d7e48476f99679c5f1f7c192238d0cd5429b44fa780c54477867db0e109,5,136.73410000046715,87
news,359d4444be2889d954000a7ab74ac3dd0147a0f04c61fcd71435e6ea51a92728,0,125.55980001343414,86
news,6e0bd811c023c67ac39a75d263bf61379bc87cda9c6d6e94b8bb64779c337af2,1,121.88169998989906,87
news,aa24099cad7b67a065888d588754adaa691f018cc6689350f30653d56ce3d73f,1,138.9737999998033,88
news,239259695c52c86465507b4ef59edf4c9a9c2f0395508cede1f19385724ebf60,1,134.2716999934055,94
news,8b539b4fb5c53fd3c0710eb1b96869ec52862b093fa2697969d9175392c9f9fb,1,131.16989999252837,68
news,84a5a50565049300800edc1acb556c2463c23040a7d89f3b0890b6812d339149,0,122.95030000677798,79
news,46b859be6ee7509dd423d6040eb320b6f3527d819021d3bb31f0ce6145622138,0,157.47730000293814,80
news,5741bc44e322a87b8a92fa9f6e1e67345186c2a2fe4cd2d146a026015f08f88c,3,124.34399999619927,85
news,7aa3e7997cf19aeb21f2325f177d3ba95d637bca8bcac03720a8925eb530bbba,4,115.98090000916272,87
news,ca9fd4227b451efa0901592488ca295a6246a1df18bf4969c7fe63db67bef064,1,120.15899999823887,84
news,326ee4a1e2932b2fc5b804f37b674a354f113b7c75370272449b56ca4337d46a,2,132.761600005324,84
news,4a494f2ad85e8f721de807f3044c2c35a33a042c0e8337ec1fc1049662e6bdf9,3,148.25410000048578,88
news,ec4a5af7a407d1e1083797269b92315f2943da4bda5c4ae8faf063d61f5193e9,1,147.67530000244733,85
news,be1551997cd535f0fdb95b6f4c9ea852de6821b2e7019dc7ab31ed0629abfb5b,0,124.86880000506062,89
news,2ab9093119e75ec17bc2b2e29930b84e0b148f9a6f3838d217aa1d69aaf3bc66,9,125.27499999850988,88
news,a42d16131885950be14af6ff27a3c7efb3ff00e0a8fbd92f2858dcad75f1d560,7,123.712800006615,93
news,d3fba8e9f1b4cc752b0ab821a3434912789a307ecd7f5acd7ee6a3c07f3d31f9,0,123.4318000060739,79
news,54606765b718f78152128075fc52868c39c213bd94b822a868d42dfb01b5bc2f,0,134.98220000474248,96
news,3d5a72bc3f832a91487057e3d1a4bbb71493cb3e8939de994fb537223ac7245c,1,143.5048999992432,88
news,56db48bbc02e1488cc6623b86bd8f31c1867aa5cc5e76cf66d1323ed89aa5f6f,0,129.98130000778474,91
news,a1d91be882ba2ca416f10727852d629e1c2cb2db52bd8a9f4b6b48dc92081227,6,164.08800000499468,82
news,a9de33bddac7a303fac0f61166a7a93eb2d9c832ed52c93c19014c40250942ab,23,117.83460000879131,80
news,6e5fca00f1ae3f9a18e52f998ade26f0202971b21caf1d6c5ac5e72da8f2f358,0,140.27929998701438,92
news,e84d7f07137c81199ceb14d3930fb7f712a1c46413c70ee1401aa557e2ba92b6,6,122.61590000707656,78
news,b56cbfcb7ae80af748d0690193249ca39bb60d61522df623498dda785d151440,31,134.62659998913296,92
news,ed1ceab8259a13d2ec375d58ced706564f999260f4686bf0be542acfb669e338,2,114.87140000099316,85
news,d09e0e132e5c20cf282974ef756d4b00ebca153fd991da659c27a8667ff253e1,77,119.10919999354519,78
news,5a1878d44cdfd752bda49b63a48529b18ff7c754da32e73e58cf214c1e6cd988,55,119.15510000835638,89
news,255336bef0a5777e79a0dfbdeb91e8ddef900e280dd375f65e130b960c3848c5,1,121.25599999853875,90
news,433393233fce9ceb95b581cad00c6e960ffe364364a8bdc6251088d5493b406e,1,131.6204999893671,85
news,57d94905fad1678a861dfd95010ab2cd0eaf033a73bd388f99214b3c50901a93,0,124.46110000018962,86
news,c1e43e0533e2849ea181116e5d599d709adda0f5c6858a6e75ccb5d14c5eecf1,1,120.8182999980636,75
news,07f146942fd4f89aaadfa640ff86b28e878e572ff15834cec63f5ababe42a020,6,133.50870000431314,76
news,2e075e9b5fddf44a34a0869d57a9420e0feef661a06d38c97261702d49686a0f,3,123.8310999906389,77
news,c8d10be22d466d31056637c04dc569d87a1a9170d678f0292b333273c1dc5d83,2,152.88029999646824,85
news,36ac85f0453c73fa5f2f0355eb882e92d1fc531ad42f4c3e29236498be475676,0,153.53500000492204,73
news,1b615d4e9211a5670e08a0b77e88f95e58df65c15953200d7c8d3c7a6079a39c,1,160.57739999087062,77
news,b271833adf6e606ecc00d7599e50846565465bdb39900e88b909d7ff98177005,1,136.14689999667462,86
news,eb88a29ef37d63e94d103d32596a17756540558a0bcf8fb1a46b21042c45f98a,39,127.47800000943244,68
news,88ebfbb1c53b99af5e32ddc5c1013ad143d2fe44ed4afd5c9aad468ba8a30737,0,126.03319999470841,79
news,1af4e751b6c8b3708eb57c5a696639286c5cc8b4b48cde282fe7c4829def3dff,1,110.68159999558702,79
news,8fe6ec8437c27cb0aee85ecfac83832269358a6ebd7c5c84e057269eb44e457d,5,115.56700000073761,79
news,33f717ad8752ab87043eda3bf852f68119aecafbd6ed1e495a83b87edd839e58,0,110.49789999378845,86
news,f86c6898db9e94f5324a7b3fabf6757cb32edb1bc4071e635a0aea61f46e4c5e,0,106.82820000511128,74
news,e32253463a8348535c8c047764caa30ea92066fa252eee025a95f90900c9a3a2,3,122.50449998828117,91
news,686d39d3049efad3a4c1d1276e3c97828cdc0ed431a02f04c14e2566111e6c8c,0,111.14229999657255,91
news,85d0f5300ad457e0bc817cda083e3d15d80e7795382cc68523262089467a89d9,1,110.55060000217054,70
news,0d6b71940dfd03b2e4325ff659ecc5682b2ec19c211af34cf704e88d089124cc,1,126.78239999513607,76
news,29b02305f0712bc88c8c1261d4c87ea1bf5ba4e03bc3f8ba64f9fb3003c73853,1,113.97410000790842,91
news,e74c1ea6cabae975f113e906efb668afea9aeaba8ba92dca189dc50dd014c2ba,0,125.20959999528714,92
news,c42f645b0dca494476b9066cdce860105260306027efc4c39075f9e3d9563df4,1,109.95669999101665,90
news,fc564631bebbda3cfa7a3627290093ab4a0f6b40ee48286780be872ae191e0fb,3,119.93729999812786,86
news,ac9a1cbd4806de503c2f09f61741a66674c08ffe26151de782d0ec5a34aec06a,0,109.44390000076964,81
news,c8b85cfc9bea2b281a6fb4d736b31e1ae09a21ce5fd9446ae208966b8eaa9fd3,1,119.01349999243394,77
news,ab9fd156d7fca2d488ff69394f14580cb9f19094ab9362d5cf7fc739ebd95593,0,120.7499000011012,87
news,86ef91a837f26c60a094b0f94a496fba30d09393ee01a1fab51aee4af7cca0d1,0,116.94360000547022,76
news,c0b092feca32a6e5fccee245d1490df3337d12fbc9316a6b22a314829d2c91d2,17,122.56669999624137,87
news,a634b5a0f50b7adb72c92bdb593386468a7274e809ae981207c6e64f2f801d36,9,126.33610000193585,89
news,3dee073e693ec7cc66e83c22a7c70c75e16f85074882fa236bb9ffda291c1e39,0,110.49630001070909,87
news,58bdb7708399bc629cf254f381ba55bc3a8e7adeea136de75440494b24cadf88,11,109.14939999929629,70
news,c32ccd38d3685b6aed19f7d133e08d8a4bdbd6f81183fb50f759138fd92ba5ca,45,128.90989999868907,91
news,8be47da154e2f9cd6d7d4457a565045d1c066df5ef74bf30b53c9fa0c7e88a03,0,153.8886999915121,93
news,f9915c5a956811312db5d37823a700a2ae56756da3ec13538c2b673b48b77555,4,141.1136999959126,75
news,1eb694dbe7867ce934be7c9b3587a71f361b7b8451e881f8e6b828b88333fd89,5,119.6065000112867,89
news,88684643f90ef38fe7193f14c65ae5a718e484968c707a5ef25073f8dd68fce3,1,144.64800000132527,89
news,a6825354d2eec97c8ec5af281c3e8ffb8d8d8d1b79fda38cf2d090111b929572,0,114.009700002498,80
news,fc31b76770d45bb6edf3a2d261bcd4e1e607a8cfdc6fa01042753364297e4907,1,107.22809999424499,80
news,9f49b5c70ba25f6143128ae546aaccc82bb16458882334b8b31f2f4822e921e1,3,118.44990000827238,75
news,cc4cac49b2fa3a54ad87d0bfe66e9af25ea6dff9593f772ada978367c9c2195b,0,120.64720000489615,96
news,167a7a8d42de7964f3b67bce94140ce4c328a06ad649a91a4970945638056555,16,127.61060000048019,91
news,93b7fa846956a2a6f0047c1160bf4b816ea84b328f324607005a86c7782e1510,1,134.12370000150986,73
news,ca672140801740fa7e44ccb50cf3d62fedde66c3a5920ca1d5f3d8f7a911757a,1,130.35960000706837,80
news,09104adbbf177a82e40cd474f07579ce08cddba2cc227bcd2cffa96f9f4d89e1,0,143.16789999429602,74
news,d516d891abce8f32f976c0d236d0119d3febe3291cf8be64d26fb417d7592c85,0,116.4264999970328,81
news,f3413e35de07bfd9f9076f1a158e5543ec7ac734d404122088009c8189ee8f9a,0,106.8230999953812,78
news,de57ad01097c4cc7f5470453b943e6145ff69e2bf1b79d1e536d53d93b84b04f,0,106.1446999956388,84
news,b5dc2f7788c74acce6e43c045174d96d2e7b70f4cfef5c47d92ee53874b5bb71,1,121.03370000841096,85
news,1c5d35be79b538775e698f89355b94f0302377a7c61ce779379e95e859e707aa,0,112.05900000641122,74
news,4e972432a73c7ae0453cb19a81e36627db0998bf107a674ddbec36741d6e64a4,0,107.0940000063274,74
news,d059e8e226e0b25d55ccc60d3aa43a4e8a9b58cfcc56cf14632d0df3b6cfdcb9,6,108.3855000033509,77
news,3ef46b5cb40d754b49c3295ee42a0e355a320570bb0d098bd2a3a3056b515030,73,119.20469999313354,78
news,a874f75209440bb071a191dd05a161a87ccd784eda42e7e7de864f56b055ca0c,0,162.3033000068972,89
news,f09f9938da425a316e51b810e49e8b3689991ed7ae8f56fbd0462d3181cab1d8,5,105.51609999674838,84
twitter,0b47768892825fbb67c0fd7ef034fc3d9ca4f538935f2982b8cfa060bb474e07,0,107.92399999627378,75
twitter,8fd775c6e85956b3f4a903f04670274c0ac7c81ec4c6a57ef1b32a479576eb28,0,110.14180000347551,82
twitter,6d0eb2bc6cd35b877206783f8a9d46ce8e6854d59ffd3ea0ebc0f7f0c5d016d8,0,116.97010000352748,90
twitter,a2f919a254bf1060d6ba5683957881bab5d921361f013c7ccf6bf0f3455a58bd,13,104.44290000305045,68
twitter,6b223ce5d8317e398914df3c836084ec5fd28ec4e2b994983e61068124d5643e,0,112.77520000294317,75
twitter,8dd3ec4c63741630d204ea20918c325247e8ecf771582957f344e17ab44c71f5,0,114.08359999768436,79
twitter,5e899337393186e8ed1e694fbcfccf82c381e789269f0182772b15b23132d6b0,0,115.24920001102146,79
twitter,5e5340f267f7ed5adb97466d7fe894182ef7d2ade66e21a8339b1da7787aa041,1,108.67400000279304,84
twitter,8b05e8104c7cbcf50536ccd7809004fa0f0ef1341417388f897f0e9135117e15,9,106.54750000685453,76
twitter,7a2c752e9e7b7d5e67149eb28068708a707147c15b85a36023a3abd9910c5bbc,0,105.78589999931864,69
twitter,029f5c904bd5e63a18f20627dcf5260615e4af823d78a2714601241fa1d67eb4,1,106.91030000452884,79
twitter,aef988fdbdaa2416fdbd6100ec3653760887823522b2e87f9fe15d6adf0f3e70,0,143.2926999987103,86
twitter,47def72de0a8f62d1b4d368e445713a891bfecfd7f6ac8135f89bf88c8e23353,4,146.7399000102887,84
twitter,c65112d871aeeb9cea3f2a2e3fd90a84222c76ff24372ed803ff78d07a20f438,62,133.3158000052208,81
twitter,54b37275012c471849cf7d7455e478896528f847d9d1d32968f0de2b56dc83f5,0,115.10179999459069,70
twitter,087ba0f7951cc7195bb4169f9c932fd5c8b5abecbc61fc278c24e00c9389c79c,5,115.66769999626558,77
twitter,164a11f5c4eaadf5025afe2b2b8e69eb86e0f295b652be86b0a6180380a5add2,3,116.66860000696033,82
twitter,de484d1a367742db5a086161221548330995b48009bfa01f7b349a31e6677e71,0,110.53999999421649,83
twitter,e27d061a9966141efe574ee1ae8bb18f7318bea45a774d7aae95abecb6e66ab7,63,105.8947999990778,80
twitter,4a6765978046e9c4850f7e8fb9d02132599e460f072aeed3e98bc7eab8e8435c,0,109.61369999859016,69
twitter,1cc09e9cc0e35f18f40f3a44acb160180b3e4764cf1f5f5e79f382fb09bf87f8,0,108.5078999894904,83
twitter,f0782c28633af696b2c95fdc39ac801ea6d0ed9974c2f42c3687f797f1bfd949,76,118.6223999975482,76
twitter,907e30acec6c5233c0baceeb249232d72349f9428a46b0bad3d009aaeda3b3a1,1,120.11220000567846,84
twitter,15a694e4ecbd03c6af7426bd2479b0387a9537518934f5fb783427718b9fd6e1,1,118.13119999715127,87
twitter,32c967e2dddb9aadd1af7caa33cbdc9fbf0a4dbc33f86d6d621eff83ade288d6,8,113.00339999434073,77
twitter,18d270872e130060a88fc80188c622b62e7707f8f87c1dce65c4c2a0a5e1bbc6,0,106.21919999539386,68
twitter,6242214577b7b93e50ca579e4fa48ef52f8fdd602ba68e4f0995347e744d6c42,3,107.18180000549182,77
twitter,5fab691f77dab0137f546ba241171d9d03b69686730374f0263a2f173e2c3fba,0,108.08240000915248,81
twitter,e1cba0de4783d6012d270111f1191b9de9d61d7d2bec52c1f06d21e0850febd4,6,111.75799999909941,91
twitter,715271246d5b36d0029a645b743b1a497f4009810e7f1e7e02c1442b04e60512,0,128.11900000087917,82
twitter,0096640d99e82bedfd928a55f580fde2a62e08529d898101658ef36d8b1f5e61,6,128.88000000384636,75
twitter,77072aef2a68cf6f7437596e2f59493519aa1d3a3d53770725713ccb2d701e99,1,118.9306000014767,87
twitter,e92e0de20685f8d42a5e4b3a1e74cf3de49003fdf6a81a403bc0e7a56a318dc7,0,116.41119999694638,85
twitter,69ceb18c129dc3fad662a352aaca19394fd4936989367a93b6de3aac1d02fba3,20,110.35570000240114,87
twitter,c9dab0edc4e2e7d1a91c04c2747899eb19f3eace28c784b0d00bb55c950003a4,4,105.68860000057612,87
twitter,849c1806bf1003397468bdd9be908d450e35ace05d6d4aa0a59539c638431891,1,106.78890001145191,83
twitter,a9d12d98e173f7ee6f07cd2834c479412ed1de60886e89acd05745f10c5d76d9,0,114.33139999280684,74
twitter,73446818523bcb270e7fc25fb89b4ec943787c839b487af464f18bbf4435cf0f,61,109.89279999921564,95
twitter,e04ffb8d24175bc8b3982a774537945dea69da09acd3c7a4a7e6a112452df1b8,1,108.68900000059512,79
twitter,9a50654db7add54463b163ffd2e9f9ae9b36dcf64f79f939dc5df57ee954860b,1,123.27939999522641,86
twitter,596f8891b928fd990c3607aaffe8ff1c028c870dcd43bb2e6316a932fc973d60,1,138.1790000014007,75
twitter,30f4b358af21cba366ce0b70738123c8e026f35ddfe92a89a8ae17b0d1a6370e,1,111.7484999995213,75
twitter,e09f9b84f637d3f3f82d70b3dd25b31ceddecda3fe5f8458b54007b2ac7497d1,3,110.76830000092741,89
twitter,1a59b452ab38e1e96e55849b11a4342460627a0cb7bc99786ead879bbe6ee5d1,0,104.18520000530407,85
twitter,2e6c8e2e2bf78b35c331df3d1d94877d89e886579e82e1ac062a2f79e377f6c5,1,104.316299999482,80
twitter,8ce4fa11d077eda6a361995955957c6f9e4bb4af8c3ee36b9d435cbda6db3642,57,109.61620000307448,79
twitter,b763d50745423912f217d11f5bf30bf666b1f222195bdd3c8d91ac8cd4357407,9,107.93600000033621,89
twitter,27e9eedfbcbade73ba5ab6c12df81a3251a7e0a6f2c30f2287f0fd06ce80d85c,0,107.23850000067614,74
twitter,6eb24b76a189948eb35c131de3337b1ea7012fed2bf47185b7988eed377a8c52,0,108.66760001226794,84
twitter,20c7c7bc30bd60a01d2fd4a4d2de33852e9902ec01d99a328175b7c1971ae3b9,2,116.95639998652041,83
twitter,ffd515ed396479c10f200d076f4fbf51cdf7cf9b89840f5d108d60b894e0ee4f,2,110.05390000354964,76
twitter,c1b7df5e4e62b185eeac3e1fa9321cffb7c68347f97644314ff5fb6333b269cf,1,110.66579999169335,76
twitter,7193190bd2c58c2dd45199aba8751257f0a4b568e0fc56e5edb7e43807a65839,18,104.5150999998441,78
twitter,4bd8331747eb0c97c07dceab4cc049b10d06d426189d13c5dd4a0f0042b1e1ed,1,105.14759999932721,77
twitter,8c884dff6169d2432657b44e4c7cfc6fe101db71a6a3d07c823ce59f380c1576,0,106.54899998917244,76
twitter,2ebb6b9ab4bbf7a18d817d0c6902832d2005d7bcb58ba5915420fc8e4123eab6,0,109.38120000355411,73
twitter,573d7b7581b6a512cf256304d98c5a7bb0d064806feeeb113ba2f7dd1684332b,67,105.24969999096356,91
twitter,1c37da36a39985cb148ad33eb52a0db5dfaa7c6039edddbfc33abab431cc1185,0,112.80299999634735,89
twitter,1232df9cf6c5d77f894526a90fa024f3f771b99e91d9db96b521b30b2bc5ed76,1,120.08179999247659,80
twitter,4a15c246c8d18eaf83f76290ca735a86a419a9a451dcc68ed7f98d0fde488993,0,111.38649999338668,70
twitter,b49c1c93243d63b1e694f9a778bf6a132e291af506a4c9c6facde4ad265c9160,0,108.00239999662153,73
twitter,5edff1dc1c7844917052c1eec7994a3f418db36946c7e552b1d61fef0c7d4ffe,16,107.36460000043735,73
twitter,0097402d392a71e678d1d1098ae0b8470961838f2ad5f78040aea1b23c7f8985,1,109.58190000383183,75
twitter,4cd7e4c5d7ffe8f0863c8b4beb6876380f77ed01c16a144ccf73171b1704cc7e,1,108.15289999300148,74
twitter,0e9ad447f1f34f842bcf450e067d21f8de1345d751fab1212b37fe7a13921916,5,117.1695999946678,76
twitter,2ae021839b8040aa9e97ca5d5afcb1e39b0ed4ab15687a1062b2f49315cd52b0,23,107.98670000804123,81
twitter,4ed0a5e8a75b31ecac6317f52d4f6e9cbd3b1232a34fa0c68866c127ec5fc8d6,0,116.18260000250302,72
twitter,5648c1cf7abfbff23aa2bed46e62883d1f096af0836ae019033ef97071cadc90,13,123.1331000017235,85
twitter,9f89ed27fefcdbb774707a5064550c3e1d74a22a437d3a976e43d4e4a85cd005,1,111.0292999946978,75
twitter,844014e0d5cf653c9655e44c539c57a9b57b69b456b3f162cc18d010f6ddc3e3,21,116.90680000174325,84
twitter,5456dfa2912bf9814134ba5e54a7ecf4abadb0c2f405b94e1cde65d43e84b727,3,105.08629999822006,86
twitter,3b004760a9f5a5820611eccf11683979fb0edce7b97b3730182ec720651f45c3,1,108.30729998997413,82
twitter,9a0b03c53e996a8462b25c035cbb2d91ae6c2658e2a1565552ea7d61193af8b6,0,107.50569999800064,74
twitter,c03c05b1749b3705ce9aa552cd3045e7bac5c5acb8596b4a296e07e3c677a093,1,109.46960000728723,78
twitter,edc2c7cace52cbd3b5b4487038f89727ab41a1842cc0a5e965c27af9b00a61f4,2,110.28750000696164,77
twitter,776a2b80f2df32d8056da1dcd290b94e36fb5696d03a8da1899bd1271032d7cf,8,106.7207000014605,83
twitter,62c0c31bd5486646650ce0673e187fcf397ecc3149f7f40d57dbc03c83207bd1,0,114.94919999677222,78
twitter,f7c9f62d7b325db4e05fe08ebf3e215ab1d438021b9a05a39d28cb2b5b8089cf,25,115.88060000212863,83
twitter,d155d301343f2b4fe16d9aea8fbd1126cfe3c6743efca89ea07cc4c389c75a66,0,109.3739999923855,70
