steps,shortlist,top3,top1,milliseconds,synthetic_choice_accuracy,shortlist_recall,top3_min,top3_max
256,64,0.36666666666666664,0.2427777777777778,172.0385938886062,0.8661111111111112,0.7016666666666667,0.3616666666666667,0.37333333333333335
256,256,0.36666666666666664,0.2427777777777778,297.30905111048037,0.8661111111111112,0.7811111111111111,0.3616666666666667,0.37333333333333335
512,64,0.3655555555555556,0.2461111111111111,175.362828333487,0.8655555555555555,0.7033333333333333,0.36333333333333334,0.36666666666666664
512,256,0.3655555555555556,0.2461111111111111,303.8881655559332,0.8655555555555555,0.7883333333333334,0.36333333333333334,0.36666666666666664
1024,64,0.3638888888888889,0.25,176.52697278018522,0.8666666666666666,0.7027777777777778,0.3616666666666667,0.36833333333333335
1024,256,0.3638888888888889,0.25,303.24380611079204,0.8666666666666666,0.7911111111111112,0.3616666666666667,0.36833333333333335
